Month,Day,Day of Week,Hour,Occupancy
1,16,6,11,7.583333333333333
1,16,6,12,15.083333333333334
1,16,6,13,14.0
1,16,6,14,24.416666666666668
1,16,6,15,15.166666666666666
1,16,6,16,16.25
1,16,6,17,11.75
1,16,6,18,13.5
1,16,6,19,11.666666666666666
1,16,6,20,8.583333333333334
1,16,6,21,5.666666666666667
1,16,6,22,5.916666666666667
1,16,6,23,5.583333333333333
1,17,0,0,4.25
1,17,0,1,2.4166666666666665
1,17,0,2,2.3333333333333335
1,17,0,3,2.3333333333333335
1,17,0,4,0.75
1,17,0,5,0.75
1,17,0,6,0.4166666666666667
1,17,0,7,1.0833333333333333
1,17,0,8,0.8333333333333334
1,17,0,9,2.8333333333333335
1,17,0,10,4.75
1,17,0,11,13.0
1,17,0,12,12.166666666666666
1,17,0,13,12.333333333333334
1,17,0,14,11.166666666666666
1,17,0,15,13.75
1,17,0,16,10.916666666666666
1,17,0,17,8.333333333333334
1,17,0,18,15.25
1,17,0,19,10.083333333333334
