Month,Day,Hour,Day of Week,Occupancy
1,17,17,3,24.125
1,17,18,3,11.625
1,17,19,3,8.25
1,17,20,3,3.125
1,17,21,3,2.125
1,17,22,3,1.25
1,17,23,3,0.5
1,23,0,3,0.0
1,23,1,3,0.0
1,23,2,3,0.0
1,23,3,3,0.0
1,23,4,3,0.0
1,23,5,3,0.25
1,23,6,3,2.375
1,23,7,3,9.5
1,23,8,3,29.125
1,23,9,3,32.125
1,23,10,3,15.0
1,23,11,3,8.0
1,23,12,3,8.125
1,23,13,3,7.5
1,23,14,3,7.25
1,23,15,3,8.0
1,23,16,3,8.125
1,23,17,3,27.875
1,23,18,3,38.75
1,23,19,3,18.625
1,23,20,3,5.625
1,23,21,3,2.875
1,23,22,3,1.875
1,23,23,3,1.125
1,24,0,3,0.0
1,24,1,3,0.0
1,24,2,3,0.0
1,24,3,3,0.0
1,24,4,3,0.0
1,24,5,3,0.25
1,24,6,3,2.625
1,24,7,3,10.0
1,24,8,3,20.875
1,24,9,3,26.625
1,24,10,3,9.625
1,24,11,3,7.5
1,24,12,3,7.5
1,24,13,3,8.0
1,24,14,3,6.75
1,24,15,3,7.25
1,24,16,3,9.0
1,24,17,3,23.5
1,24,18,3,22.5
1,24,19,3,17.375
1,24,20,3,4.5
1,24,21,3,2.375
1,24,22,3,1.5
1,24,23,3,0.875
1,27,0,3,0.0
1,27,1,3,0.0
1,27,2,3,0.0
1,27,3,3,0.0
1,27,4,3,0.0
1,27,5,3,0.125
1,27,6,3,1.375
1,27,7,3,3.125
1,27,8,3,5.625
1,27,9,3,5.625
1,27,10,3,4.375
1,27,11,3,4.625
1,27,12,3,5.25
1,27,13,3,5.375
1,27,14,3,5.2
1,27,15,3,6.75
1,27,16,3,8.0
1,27,17,3,9.625
1,27,18,3,8.125
1,27,19,3,5.75
1,27,20,3,3.0
1,27,21,3,1.625
1,27,22,3,1.0
1,27,23,3,0.5
1,30,0,3,0.0
1,30,1,3,0.0
1,30,2,3,0.0
1,30,3,3,0.0
1,30,4,3,0.0
1,30,5,3,0.25
1,30,6,3,2.5
1,30,7,3,9.5
1,30,8,3,28.5
1,30,9,3,30.25
1,30,10,3,13.375
1,30,11,3,7.5
1,30,12,3,8.875
1,30,13,3,7.25
1,30,14,3,7.75
1,30,15,3,8.125
1,30,16,3,8.125
1,30,17,3,21.0
1,30,18,3,13.0
1,30,19,3,12.375
1,30,20,3,4.75
1,30,21,3,2.875
1,30,22,3,1.625
1,30,23,3,1.0
1,31,0,3,0.0
1,31,1,3,0.0
1,31,2,3,0.0
1,31,3,3,0.0
1,31,4,3,0.0
1,31,5,3,0.625
1,31,6,3,3.0
1,31,7,3,10.0
1,31,8,3,29.125
1,31,9,3,17.875
1,31,10,3,8.75
1,31,11,3,7.875
1,31,12,3,8.0
1,31,13,3,6.875
1,31,14,3,6.625
1,31,15,3,7.125
1,31,16,3,12.25
1,31,17,3,14.25
1,31,18,3,34.0
1,31,19,3,10.75
1,31,20,3,3.875
1,31,21,3,2.375
1,31,22,3,1.125
1,31,23,3,0.5
2,3,0,3,0.0
2,3,1,3,0.0
2,3,2,3,0.0
2,3,3,3,0.0
2,3,4,3,0.0
2,3,5,3,0.25
2,3,6,3,1.375
2,3,7,3,3.5
2,3,8,3,5.75
2,3,9,3,5.75
2,3,10,3,4.25
2,3,11,3,4.75
2,3,12,3,5.375
2,3,13,3,5.625
2,3,14,3,5.625
2,3,15,3,5.75
2,3,16,3,9.125
2,3,17,3,9.75
2,3,18,3,8.75
2,3,19,3,6.375
2,3,20,3,2.875
2,3,21,3,1.625
2,3,22,3,1.0
2,3,23,3,0.625
2,6,0,3,0.0
2,6,1,3,0.0
2,6,2,3,0.0
2,6,3,3,0.0
2,6,4,3,0.0
2,6,5,3,0.75
2,6,6,3,3.625
2,6,7,3,16.125
2,6,8,3,34.75
2,6,9,3,29.25
2,6,10,3,15.375
2,6,11,3,7.625
2,6,12,3,7.375
2,6,13,3,7.875
2,6,14,3,7.25
2,6,15,3,8.625
2,6,16,3,8.5
2,6,17,3,21.125
2,6,18,3,19.75
2,6,19,3,7.625
2,6,20,3,4.625
2,6,21,3,2.5
2,6,22,3,1.5
2,6,23,3,0.75
2,7,0,3,0.0
2,7,1,3,0.0
2,7,2,3,0.0
2,7,3,3,0.0
2,7,4,3,0.0
2,7,5,3,0.75
2,7,6,3,4.125
2,7,7,3,13.625
2,7,8,3,31.125
2,7,9,3,24.5
2,7,10,3,8.375
2,7,11,3,7.0
2,7,12,3,6.875
2,7,13,3,6.25
2,7,14,3,5.4
2,7,15,3,6.875
2,7,16,3,8.0
2,7,17,3,20.375
2,7,18,3,33.5
2,7,19,3,6.5
2,7,20,3,3.625
2,7,21,3,2.375
2,7,22,3,1.5
2,7,23,3,0.625
2,10,0,3,0.0
2,10,1,3,0.0
2,10,2,3,0.0
2,10,3,3,0.0
2,10,4,3,0.0
2,10,5,3,0.125
2,10,6,3,1.375
2,10,7,3,3.5
2,10,8,3,6.5
2,10,9,3,6.125
2,10,10,3,4.625
2,10,11,3,4.25
2,10,12,3,5.125
2,10,13,3,4.75
2,10,14,3,5.125
2,10,15,3,7.125
2,10,16,3,8.125
2,10,17,3,8.375
2,10,18,3,7.25
2,10,19,3,5.25
2,10,20,3,2.5
2,10,21,3,1.5
2,10,22,3,0.875
2,10,23,3,0.125
2,13,0,3,0.125
2,13,1,3,0.0
2,13,2,3,0.0
2,13,3,3,0.0
2,13,4,3,0.0
2,13,5,3,0.625
2,13,6,3,3.75
2,13,7,3,11.25
2,13,8,3,28.75
2,13,9,3,30.5
2,13,10,3,23.6
2,13,11,3,8.5
2,13,12,3,8.5
2,13,13,3,9.0
2,13,14,3,8.375
2,13,15,3,9.25
2,13,16,3,11.125
2,13,17,3,25.5
2,13,18,3,11.25
2,13,19,3,10.75
2,13,20,3,4.25
2,13,21,3,2.125
2,13,22,3,0.25
2,13,23,3,0.0
2,14,0,3,0.0
2,14,1,3,0.0
2,14,2,3,0.0
2,14,3,3,0.0
2,14,4,3,0.0
2,14,5,3,0.375
2,14,6,3,2.75
2,14,7,3,10.125
2,14,8,3,16.5
2,14,9,3,16.875
2,14,10,3,8.75
2,14,11,3,6.875
2,14,12,3,7.125
2,14,13,3,8.25
2,14,14,3,6.0
2,14,15,3,6.875
2,14,16,3,7.875
2,14,17,3,27.75
2,14,18,3,34.25
2,14,19,3,25.0
2,14,20,3,5.375
2,14,21,3,2.625
2,14,22,3,1.875
2,14,23,3,0.875
2,28,0,3,0.125
2,28,1,3,0.0
2,28,2,3,0.0
2,28,3,3,0.0
2,28,4,3,0.0
2,28,5,3,0.875
2,28,6,3,4.875
2,28,7,3,13.625
2,28,8,3,23.25
2,28,9,3,24.125
2,28,10,3,7.875
2,28,11,3,7.5
2,28,12,3,7.25
2,28,13,3,6.875
2,28,14,3,6.5
2,28,15,3,8.0
2,28,16,3,11.125
2,28,17,3,16.25
2,28,18,3,21.75
2,28,19,3,8.375
2,28,20,3,3.625
2,28,21,3,2.25
2,28,22,3,1.375
2,28,23,3,0.7
3,3,0,3,0.0
3,3,1,3,0.0
3,3,2,3,0.0
3,3,3,3,0.0
3,3,4,3,0.0
3,3,5,3,0.125
3,3,6,3,1.6
3,3,7,3,3.75
3,3,8,3,6.625
3,3,9,3,6.75
3,3,10,3,4.9
3,3,11,3,5.0
3,3,12,3,6.375
3,3,13,3,6.0
3,3,14,3,5.875
3,3,15,3,7.25
3,3,16,3,7.5
3,3,17,3,10.0
3,3,18,3,9.0
3,3,19,3,8.25
3,3,20,3,3.5
3,3,21,3,1.875
3,3,22,3,0.875
3,3,23,3,0.25
3,6,0,3,0.0
3,6,1,3,0.0
3,6,2,3,0.0
3,6,3,3,0.0
3,6,4,3,0.0
3,6,5,3,0.5
3,6,6,3,3.625
3,6,7,3,12.0
3,6,8,3,31.625
3,6,9,3,32.0
3,6,10,3,13.125
3,6,11,3,8.0
3,6,12,3,8.875
3,6,13,3,8.25
3,6,14,3,8.0
3,6,15,3,7.625
3,6,16,3,8.625
3,6,17,3,12.5
3,6,18,3,20.625
3,6,19,3,9.125
3,6,20,3,4.0
3,6,21,3,3.125
3,6,22,3,1.625
3,6,23,3,1.0
3,10,0,3,0.0
3,10,1,3,0.0
3,10,2,3,0.0
3,10,3,3,0.0
3,10,4,3,0.0
3,10,5,3,0.125
3,10,6,3,1.25
3,10,7,3,4.5
3,10,8,3,7.0
3,10,9,3,6.25
3,10,10,3,5.5
3,10,11,3,5.25
3,10,12,3,6.5
3,10,13,3,6.375
3,10,14,3,6.375
3,10,15,3,6.875
3,10,16,3,11.25
3,10,17,3,12.375
3,10,18,3,18.0
3,10,19,3,6.875
3,10,20,3,3.5
3,10,21,3,1.875
3,10,22,3,1.25
3,10,23,3,0.375
3,13,0,3,0.75
3,13,1,3,0.0
3,13,2,3,0.0
3,13,3,3,0.0
3,13,4,3,0.0
3,13,5,3,0.625
3,13,6,3,3.875
3,13,7,3,11.0
3,13,8,3,16.25
3,13,9,3,14.375
3,13,10,3,11.75
3,13,11,3,9.875
3,13,12,3,8.625
3,13,13,3,16.0
3,13,14,3,10.125
3,13,15,3,14.375
3,13,16,3,10.875
3,13,17,3,32.75
3,13,18,3,36.5
3,13,19,3,21.5
3,13,20,3,5.75
3,13,21,3,4.125
3,13,22,3,2.375
3,13,23,3,1.5
3,21,0,3,0.0
3,21,1,3,0.0
3,21,2,3,0.0
3,21,3,3,0.0
3,21,4,3,0.0
3,21,5,3,1.0
3,21,6,3,4.125
3,21,7,3,10.125
3,21,8,3,17.75
3,21,9,3,19.625
3,21,10,3,9.0
3,21,11,3,7.7
3,21,12,3,7.625
3,21,13,3,7.8
3,21,14,3,6.5
3,21,15,3,8.125
3,21,16,3,12.0
3,21,17,3,25.5
3,21,18,3,31.875
3,21,19,3,7.875
3,21,20,3,4.75
3,21,21,3,2.875
3,21,22,3,1.25
3,21,23,3,0.5
3,27,0,3,0.125
3,27,1,3,0.0
3,27,2,3,0.0
3,27,3,3,0.0
3,27,4,3,0.0
3,27,5,3,0.125
3,27,6,3,2.375
3,27,7,3,8.875
3,27,8,3,28.875
3,27,9,3,27.9
3,27,10,3,11.0
3,27,11,3,8.75
3,27,12,3,9.0
3,27,13,3,10.5
3,27,14,3,8.9
3,27,15,3,8.25
3,27,16,3,8.333333333333334
3,27,17,3,34.375
3,27,18,3,32.625
3,27,19,3,26.5
3,27,20,3,7.0
3,27,21,3,4.25
3,27,22,3,2.5
3,27,23,3,1.25
3,31,0,3,0.0
3,31,1,3,0.0
3,31,2,3,0.0
3,31,3,3,0.0
3,31,4,3,0.0
3,31,5,3,0.125
3,31,6,3,1.75
3,31,7,3,4.125
3,31,8,3,7.75
3,31,9,3,7.625
3,31,10,3,5.375
3,31,11,3,5.875
3,31,12,3,6.625
3,31,13,3,6.0
3,31,14,3,5.75
3,31,15,3,6.875
3,31,16,3,8.625
3,31,17,3,12.375
3,31,18,3,10.75
3,31,19,3,6.875
3,31,20,3,4.625
3,31,21,3,2.75
3,31,22,3,1.125
3,31,23,3,0.75
4,3,0,3,0.0
4,3,1,3,0.0
4,3,2,3,0.0
4,3,3,3,0.0
4,3,4,3,0.0
4,3,5,3,0.625
4,3,6,3,3.0
4,3,7,3,11.0
4,3,8,3,28.625
4,3,9,3,23.75
4,3,10,3,11.375
4,3,11,3,8.125
4,3,12,3,7.5
4,3,13,3,9.75
4,3,14,3,7.5
4,3,15,3,8.375
4,3,16,3,8.25
4,3,17,3,28.875
4,3,18,3,13.0
4,3,19,3,9.375
4,3,20,3,4.625
4,3,21,3,3.125
4,3,22,3,1.375
4,3,23,3,0.625
4,4,0,3,0.0
4,4,1,3,0.0
4,4,2,3,0.0
4,4,3,3,0.0
4,4,4,3,0.0
4,4,5,3,0.75
4,4,6,3,4.375
4,4,7,3,11.4
4,4,8,3,23.125
4,4,9,3,12.375
4,4,10,3,9.5
4,4,11,3,7.5
4,4,12,3,8.125
4,4,13,3,7.5
4,4,14,3,7.125
4,4,15,3,8.75
4,4,16,3,11.25
4,4,17,3,18.625
4,4,18,3,37.125
4,4,19,3,8.5
4,4,20,3,4.125
4,4,21,3,2.875
4,4,22,3,1.5
4,4,23,3,0.625
4,8,0,3,0.0
4,8,1,3,0.0
4,8,2,3,0.0
4,8,3,3,0.0
4,8,4,3,0.0
4,8,5,3,0.0
4,8,6,3,0.5
4,8,7,3,1.625
4,8,8,3,1.75
4,8,9,3,2.0
4,8,10,3,1.875
4,8,11,3,1.875
4,8,12,3,2.5
4,8,13,3,2.0
4,8,14,3,2.125
4,8,15,3,2.25
4,8,16,3,2.375
4,8,17,3,2.25
4,8,18,3,2.875
4,8,19,3,1.875
4,8,20,3,1.375
4,8,21,3,0.5
4,8,22,3,0.0
4,8,23,3,0.0
4,10,0,3,0.125
4,10,1,3,0.0
4,10,2,3,0.0
4,10,3,3,0.0
4,10,4,3,0.0
4,10,5,3,1.125
4,10,6,3,4.375
4,10,7,3,11.75
4,10,8,3,29.25
4,10,9,3,21.875
4,10,10,3,10.625
4,10,11,3,8.75
4,10,12,3,8.5
4,10,13,3,8.25
4,10,14,3,8.875
4,10,15,3,8.25
4,10,16,3,12.375
4,10,17,3,20.5
4,10,18,3,18.375
4,10,19,3,7.0
4,10,20,3,4.75
4,10,21,3,3.375
4,10,22,3,2.0
4,10,23,3,0.25
4,11,0,3,0.0
4,11,1,3,0.0
4,11,2,3,0.0
4,11,3,3,0.0
4,11,4,3,0.0
4,11,5,3,0.875
4,11,6,3,4.375
4,11,7,3,15.875
4,11,8,3,22.0
4,11,9,3,24.625
4,11,10,3,9.0
4,11,11,3,7.875
4,11,12,3,8.4
4,11,13,3,8.625
4,11,14,3,7.5
4,11,15,3,7.5
4,11,16,3,12.75
4,11,17,3,37.75
4,11,18,3,37.375
4,11,19,3,15.5
4,11,20,3,3.875
4,11,21,3,2.75
4,11,22,3,1.5
4,11,23,3,0.875
4,15,0,3,0.0
4,15,1,3,0.0
4,15,2,3,0.0
4,15,3,3,0.0
4,15,4,3,0.0
4,15,5,3,0.0
4,15,6,3,0.25
4,15,7,3,1.125
4,15,8,3,1.75
4,15,9,3,1.875
4,15,10,3,1.75
4,15,11,3,2.25
4,15,12,3,2.125
4,15,13,3,2.375
4,15,14,3,2.5
4,15,15,3,2.375
4,15,16,3,2.5
4,15,17,3,2.5
4,15,18,3,2.5
4,15,19,3,2.0
4,15,20,3,1.25
4,15,21,3,0.375
4,15,22,3,0.0
4,15,23,3,0.0
4,18,0,3,0.0
4,18,1,3,0.0
4,18,2,3,0.0
4,18,3,3,0.0
4,18,4,3,0.0
4,18,5,3,1.1666666666666667
4,18,6,3,4.125
4,18,7,3,10.875
4,18,8,3,16.75
4,18,9,3,15.125
4,18,10,3,9.0
4,18,11,3,8.0
4,18,12,3,8.0
4,18,13,3,8.0
4,18,14,3,6.666666666666667
4,18,15,3,7.875
4,18,16,3,16.875
4,18,17,3,31.75
4,18,18,3,31.875
4,18,19,3,7.875
4,18,20,3,4.25
4,18,21,3,2.625
4,18,22,3,2.0
4,18,23,3,1.25
4,24,0,3,0.0
4,24,1,3,0.0
4,24,2,3,0.0
4,24,3,3,0.0
4,24,4,3,0.0
4,24,5,3,1.0
4,24,6,3,5.125
4,24,7,3,13.5
4,24,8,3,28.333333333333332
4,24,9,3,24.5
4,24,10,3,13.125
4,24,11,3,7.625
4,24,12,3,7.875
4,24,13,3,7.375
4,24,14,3,7.0
4,24,15,3,8.75
4,24,16,3,10.25
4,24,17,3,16.125
4,24,18,3,13.75
4,24,19,3,6.125
4,24,20,3,4.375
4,24,21,3,2.25
4,24,22,3,1.125
4,24,23,3,0.5
4,25,0,3,0.0
4,25,1,3,0.0
4,25,2,3,0.0
4,25,3,3,0.0
4,25,4,3,0.0
4,25,5,3,1.0
4,25,6,3,4.375
4,25,7,3,12.375
4,25,8,3,31.875
4,25,9,3,22.5
4,25,10,3,8.625
4,25,11,3,9.125
4,25,12,3,8.375
4,25,13,3,7.625
4,25,14,3,7.125
4,25,15,3,8.375
4,25,16,3,12.625
4,25,17,3,25.5
4,25,18,3,26.375
4,25,19,3,21.75
4,25,20,3,4.125
4,25,21,3,2.125
4,25,22,3,1.125
4,25,23,3,0.625
4,28,0,3,0.0
4,28,1,3,0.0
4,28,2,3,0.0
4,28,3,3,0.0
4,28,4,3,0.0
4,28,5,3,0.125
4,28,6,3,1.625
4,28,7,3,4.375
4,28,8,3,7.125
4,28,9,3,8.0
4,28,10,3,5.5
4,28,11,3,5.0
4,28,12,3,6.375
4,28,13,3,6.5
4,28,14,3,6.375
4,28,15,3,9.0
4,28,16,3,10.5
4,28,17,3,9.625
4,28,18,3,14.0
4,28,19,3,7.375
4,28,20,3,4.25
4,28,21,3,2.375
4,28,22,3,1.25
4,28,23,3,1.375
4,29,0,3,0.0
4,29,1,3,0.0
4,29,2,3,0.0
4,29,3,3,0.0
4,29,4,3,0.0
4,29,5,3,0.0
4,29,6,3,1.625
4,29,7,3,1.125
4,29,8,3,1.75
4,29,9,3,2.25
4,29,10,3,2.125
4,29,11,3,2.625
4,29,12,3,2.875
4,29,13,3,3.125
4,29,14,3,2.75
4,29,15,3,2.75
4,29,16,3,2.625
4,29,17,3,2.875
4,29,18,3,2.625
4,29,19,3,2.625
4,29,20,3,2.0
4,29,21,3,1.0
4,29,22,3,0.125
4,29,23,3,0.0
5,1,0,3,0.0
5,1,1,3,0.0
5,1,2,3,0.0
5,1,3,3,0.0
5,1,4,3,0.0
5,1,5,3,0.5
5,1,6,3,3.5
5,1,7,3,11.375
5,1,8,3,26.625
5,1,9,3,26.875
5,1,10,3,9.75
5,1,11,3,8.375
5,1,12,3,11.5
5,1,13,3,8.0
5,1,14,3,7.875
5,1,15,3,8.75
5,1,16,3,8.0
5,1,17,3,11.5
5,1,18,3,12.75
5,1,19,3,8.0
5,1,20,3,4.25
5,1,21,3,3.25
5,1,22,3,1.625
5,1,23,3,1.0
5,2,0,3,0.0
5,2,1,3,0.0
5,2,2,3,0.0
5,2,3,3,0.0
5,2,4,3,0.0
5,2,5,3,1.0
5,2,6,3,4.625
5,2,7,3,11.875
5,2,8,3,29.125
5,2,9,3,16.125
5,2,10,3,8.75
5,2,11,3,7.5
5,2,12,3,7.625
5,2,13,3,7.0
5,2,14,3,6.875
5,2,15,3,7.125
5,2,16,3,12.125
5,2,17,3,35.25
5,2,18,3,33.25
5,2,19,3,6.625
5,2,20,3,4.0
5,2,21,3,2.875
5,2,22,3,1.75
5,2,23,3,0.5
5,5,0,3,0.125
5,5,1,3,0.0
5,5,2,3,0.0
5,5,3,3,0.0
5,5,4,3,0.0
5,5,5,3,0.125
5,5,6,3,1.875
5,5,7,3,4.75
5,5,8,3,7.75
5,5,9,3,7.625
5,5,10,3,5.625
5,5,11,3,5.875
5,5,12,3,7.125
5,5,13,3,6.75
5,5,14,3,6.75
5,5,15,3,10.875
5,5,16,3,14.875
5,5,17,3,13.125
5,5,18,3,18.5
5,5,19,3,9.5
5,5,20,3,5.25
5,5,21,3,3.25
5,5,22,3,2.0
5,5,23,3,1.125
5,6,0,3,0.0
5,6,1,3,0.0
5,6,2,3,0.0
5,6,3,3,0.0
5,6,4,3,0.0
5,6,5,3,0.0
5,6,6,3,0.75
5,6,7,3,1.625
5,6,8,3,2.125
5,6,9,3,2.625
5,6,10,3,2.625
5,6,11,3,2.5
5,6,12,3,3.5
5,6,13,3,3.375
5,6,14,3,3.75
5,6,15,3,2.875
5,6,16,3,3.625
5,6,17,3,3.75
5,6,18,3,3.75
5,6,19,3,3.0
5,6,20,3,2.5
5,6,21,3,1.375
5,6,22,3,0.625
5,6,23,3,0.125
5,8,0,3,0.0
5,8,1,3,0.0
5,8,2,3,0.0
5,8,3,3,0.0
5,8,4,3,0.0
5,8,5,3,1.0
5,8,6,3,4.625
5,8,7,3,14.25
5,8,8,3,29.875
5,8,9,3,19.125
5,8,10,3,9.125
5,8,11,3,8.0
5,8,12,3,12.0
5,8,13,3,11.125
5,8,14,3,6.25
5,8,15,3,6.25
5,8,16,3,14.125
5,8,17,3,11.125
5,8,18,3,6.875
5,8,19,3,5.625
5,8,20,3,3.75
5,8,21,3,2.75
5,8,22,3,1.625
5,8,23,3,0.625
5,9,0,3,0.0
5,9,1,3,0.0
5,9,2,3,0.0
5,9,3,3,0.0
5,9,4,3,0.0
5,9,5,3,0.875
5,9,6,3,4.5
5,9,7,3,12.0
5,9,8,3,32.75
5,9,9,3,24.5
5,9,10,3,8.625
5,9,11,3,7.75
5,9,12,3,7.625
5,9,13,3,11.375
5,9,14,3,7.125
5,9,15,3,8.375
5,9,16,3,11.875
5,9,17,3,37.5
5,9,18,3,33.625
5,9,19,3,7.125
5,9,20,3,5.0
5,9,21,3,3.0
5,9,22,3,1.75
5,9,23,3,0.75
5,12,0,3,0.0
5,12,1,3,0.0
5,12,2,3,0.0
5,12,3,3,0.0
5,12,4,3,0.0
5,12,5,3,0.125
5,12,6,3,1.625
5,12,7,3,4.125
5,12,8,3,7.75
5,12,9,3,7.125
5,12,10,3,5.375
5,12,11,3,5.75
5,12,12,3,6.5
5,12,13,3,6.25
5,12,14,3,6.125
5,12,15,3,7.375
5,12,16,3,14.0
5,12,17,3,17.0
5,12,18,3,9.75
5,12,19,3,7.5
5,12,20,3,4.75
5,12,21,3,2.75
5,12,22,3,1.875
5,12,23,3,0.625
5,13,0,3,0.0
5,13,1,3,0.0
5,13,2,3,0.0
5,13,3,3,0.0
5,13,4,3,0.0
5,13,5,3,0.0
5,13,6,3,0.75
5,13,7,3,1.875
5,13,8,3,2.875
5,13,9,3,2.75
5,13,10,3,2.375
5,13,11,3,2.6666666666666665
5,13,12,3,3.125
5,13,13,3,3.375
5,13,14,3,3.25
5,13,15,3,4.875
5,13,16,3,3.75
5,13,17,3,3.875
5,13,18,3,3.25
5,13,19,3,2.875
5,13,20,3,2.125
5,13,21,3,1.125
5,13,22,3,0.5
5,13,23,3,0.0
5,15,0,3,0.0
5,15,1,3,0.0
5,15,2,3,0.0
5,15,3,3,0.0
5,15,4,3,0.0
5,15,5,3,1.25
5,15,6,3,5.375
5,15,7,3,14.375
5,15,8,3,33.125
5,15,9,3,26.25
5,15,10,3,11.125
5,15,11,3,10.375
5,15,12,3,9.75
5,15,13,3,12.25
5,15,14,3,8.75
5,15,15,3,8.25
5,15,16,3,13.75
5,15,17,3,25.125
5,15,18,3,26.375
5,15,19,3,11.5
5,15,20,3,4.125
5,15,21,3,2.875
5,15,22,3,2.0
5,15,23,3,0.75
5,16,0,3,0.0
5,16,1,3,0.0
5,16,2,3,0.0
5,16,3,3,0.0
5,16,4,3,0.0
5,16,5,3,0.0
5,16,6,3,3.25
5,16,7,3,9.75
5,16,8,3,28.75
5,16,9,3,27.125
5,16,10,3,11.0
5,16,11,3,7.875
5,16,12,3,8.875
5,16,13,3,8.625
5,16,14,3,7.375
5,16,15,3,9.875
5,16,16,3,8.25
5,16,17,3,33.8
5,16,18,3,34.875
5,16,19,3,10.5
5,16,20,3,4.625
5,16,21,3,2.625
5,16,22,3,1.875
5,16,23,3,0.875
5,23,0,3,0.0
5,23,1,3,0.0
5,23,2,3,0.0
5,23,3,3,0.0
5,23,4,3,0.0
5,23,5,3,0.5
5,23,6,3,3.375
5,23,7,3,10.625
5,23,8,3,32.125
5,23,9,3,32.375
5,23,10,3,9.625
5,23,11,3,8.125
5,23,12,3,9.875
5,23,13,3,8.75
5,23,14,3,6.625
5,23,15,3,8.25
5,23,16,3,10.875
5,23,17,3,20.75
5,23,18,3,37.625
5,23,19,3,25.0
5,23,20,3,6.75
5,23,21,3,5.125
5,23,22,3,5.625
5,23,23,3,2.5
5,26,0,3,0.0
5,26,1,3,0.0
5,26,2,3,0.0
5,26,3,3,0.0
5,26,4,3,0.0
5,26,5,3,0.25
5,26,6,3,1.5
5,26,7,3,4.25
5,26,8,3,8.375
5,26,9,3,8.625
5,26,10,3,6.875
5,26,11,3,6.5
5,26,12,3,7.125
5,26,13,3,7.25
5,26,14,3,7.125
5,26,15,3,8.375
5,26,16,3,8.75
5,26,17,3,12.125
5,26,18,3,19.125
5,26,19,3,8.25
5,26,20,3,5.375
5,26,21,3,3.375
5,26,22,3,2.25
5,26,23,3,1.125
5,27,0,3,0.0
5,27,1,3,0.0
5,27,2,3,0.0
5,27,3,3,0.0
5,27,4,3,0.0
5,27,5,3,0.125
5,27,6,3,0.875
5,27,7,3,2.375
5,27,8,3,3.0
5,27,9,3,3.375
5,27,10,3,3.5
5,27,11,3,3.375
5,27,12,3,4.125
5,27,13,3,4.5
5,27,14,3,4.25
5,27,15,3,4.875
5,27,16,3,4.25
5,27,17,3,5.0
5,27,18,3,4.0
5,27,19,3,3.125
5,27,20,3,3.0
5,27,21,3,0.75
5,27,22,3,0.25
5,27,23,3,0.0
5,29,0,3,0.0
5,29,1,3,0.0
5,29,2,3,0.0
5,29,3,3,0.0
5,29,4,3,0.0
5,29,5,3,0.625
5,29,6,3,3.125
5,29,7,3,12.125
5,29,8,3,31.25
