Month,Day,Hour,Day of Week,Volume,Occupancy
9.0,11.0,19.0,1.0,0.4434880633948152,-0.12305759063681973
9.0,11.0,20.0,1.0,-0.1359878979381862,-0.3940057227949524
9.0,11.0,21.0,1.0,-0.5654209764260354,-0.5633483053937853
9.0,11.0,22.0,1.0,-0.80859392448542,-0.6818881132129683
9.0,11.0,23.0,1.0,-1.062114657568608,-0.7665594045123848
9.0,12.0,0.0,2.0,-1.234577741298668,-0.8173621792920346
9.0,12.0,1.0,2.0,-1.3139107598144957,-0.8173621792920346
9.0,12.0,2.0,2.0,-1.363925054096213,-0.8173621792920346
9.0,12.0,3.0,2.0,-1.35530189990971,-0.8173621792920346
9.0,12.0,4.0,2.0,-1.3604757924216118,-0.8173621792920346
9.0,12.0,5.0,2.0,-1.208708278739159,-0.8004279210321513
9.0,12.0,6.0,2.0,-0.6068121165212498,-0.5633483053937853
9.0,12.0,7.0,2.0,0.7970373850414381,0.029350733702129875
9.0,12.0,8.0,2.0,1.081601473196037,0.46964144845909545
9.0,12.0,9.0,2.0,1.3247744212554216,1.4856969440520928
9.0,12.0,10.0,2.0,1.6610774345290384,0.1851459096930562
9.0,12.0,11.0,2.0,0.5573136986566548,-0.07225481585716986
9.0,12.0,12.0,2.0,0.5469659136328512,-0.08918907411705315
9.0,12.0,13.0,2.0,0.48142994181542836,-0.12305759063681973
9.0,12.0,14.0,2.0,0.31069148892266907,-0.22466314019611947
9.0,12.0,15.0,2.0,0.46073437176782117,-0.13999184889670302
9.0,12.0,16.0,2.0,0.5814585303788632,-0.038386299337403285
9.0,12.0,17.0,2.0,0.9074137586286765,1.9429219170689416
9.0,12.0,18.0,2.0,0.6797624881049973,2.3493441153061405
9.0,12.0,19.0,2.0,0.6142265162875745,1.434894169272443
9.0,12.0,20.0,2.0,0.08993874174819233,-0.27546591497576933
9.0,12.0,21.0,2.0,-0.7499564760171996,-0.6141510801734351
9.0,12.0,22.0,2.0,-0.9655353306797745,-0.7326908879926182
9.0,12.0,23.0,2.0,-1.0638392884059087,-0.7665594045123848
9.0,13.0,0.0,3.0,-1.2656210963700787,-0.8173621792920346
9.0,13.0,1.0,3.0,-1.303562974790692,-0.8173621792920346
9.0,13.0,2.0,3.0,-1.3518526382351088,-0.8173621792920346
9.0,13.0,3.0,3.0,-1.358751161584311,-0.8173621792920346
