KITS ID,Direction,Month,Day,Hour,Day of Week,Occupancy
5,NB,11,18,14,6,23.875
5,NB,11,18,15,6,24.75
5,NB,11,18,16,6,24.5
5,NB,11,18,17,6,12.75
5,NB,11,18,18,6,11.75
5,NB,11,18,19,6,10.5
5,NB,11,18,20,6,7.75
5,NB,11,18,21,6,6.625
5,NB,11,18,22,6,6.25
5,NB,11,18,23,6,4.625
5,NB,11,19,0,0,3.25
5,NB,11,19,1,0,2.25
5,NB,11,19,2,0,1.5
5,NB,11,19,3,0,0.375
5,NB,11,19,4,0,0.0
5,NB,11,19,5,0,0.0
5,NB,11,19,6,0,0.125
5,NB,11,19,7,0,0.5
5,NB,11,19,8,0,1.5
5,NB,11,19,9,0,3.25
5,NB,11,19,10,0,4.75
5,NB,11,19,11,0,17.625
5,NB,11,19,12,0,9.125
5,NB,11,19,13,0,10.625
5,NB,11,19,14,0,10.625
5,NB,11,19,15,0,34.375
5,NB,11,19,16,0,13.875
5,NB,11,19,17,0,10.375
5,NB,11,19,18,0,14.875
5,NB,11,19,19,0,9.0
5,NB,11,19,20,0,6.5
5,NB,11,19,21,0,4.0
5,NB,11,19,22,0,3.5
5,NB,11,19,23,0,2.25
5,NB,11,20,0,1,0.75
5,NB,11,20,1,1,0.375
5,NB,11,20,2,1,0.0
5,NB,11,20,3,1,0.0
5,NB,11,20,4,1,0.0
5,NB,11,20,5,1,0.125
5,NB,11,20,6,1,1.75
5,NB,11,20,7,1,7.0
5,NB,11,20,8,1,14.375
5,NB,11,20,9,1,12.125
5,NB,11,20,10,1,8.875
5,NB,11,20,11,1,7.625
5,NB,11,20,12,1,8.75
5,NB,11,20,13,1,10.375
5,NB,11,20,14,1,10.375
5,NB,11,20,15,1,9.75
5,NB,11,20,16,1,9.75
5,NB,11,20,17,1,11.375
5,NB,11,20,18,1,11.375
5,NB,11,20,19,1,8.875
5,NB,11,20,20,1,6.625
5,NB,11,20,21,1,5.0
5,NB,11,20,22,1,3.625
5,NB,11,20,23,1,2.25
5,NB,11,21,0,2,1.0
5,NB,11,21,1,2,0.375
5,NB,11,21,2,2,0.0
5,NB,11,21,3,2,0.0
5,NB,11,21,4,2,0.0
5,NB,11,21,5,2,0.125
5,NB,11,21,6,2,1.75
5,NB,11,21,7,2,7.0
5,NB,11,21,8,2,13.125
5,NB,11,21,9,2,11.625
5,NB,11,21,10,2,8.625
5,NB,11,21,11,2,8.0
5,NB,11,21,12,2,11.0
5,NB,11,21,13,2,19.875
5,NB,11,21,14,2,38.75
5,NB,11,21,15,2,9.25
5,NB,11,21,16,2,10.5
5,NB,11,21,17,2,10.5
5,NB,11,21,18,2,11.0
5,NB,11,21,19,2,9.125
5,NB,11,21,20,2,7.0
5,NB,11,21,21,2,5.125
5,NB,11,21,22,2,3.875
5,NB,11,21,23,2,3.0
5,NB,11,22,0,3,1.625
5,NB,11,22,1,3,0.625
5,NB,11,22,2,3,0.125
5,NB,11,22,3,3,0.0
5,NB,11,22,4,3,0.0
5,NB,11,22,5,3,0.25
5,NB,11,22,6,3,1.75
5,NB,11,22,7,3,5.25
5,NB,11,22,8,3,9.75
5,NB,11,22,9,3,9.25
5,NB,11,22,10,3,8.125
5,NB,11,22,11,3,7.875
5,NB,11,22,12,3,8.875
5,NB,11,22,13,3,11.0
5,NB,11,22,14,3,9.25
5,NB,11,22,15,3,7.75
5,NB,11,22,16,3,8.375
5,NB,11,22,17,3,7.75
5,NB,11,22,18,3,4.375
5,NB,11,22,19,3,2.75
5,NB,11,22,20,3,5.125
5,NB,11,22,21,3,3.875
5,NB,11,22,22,3,4.375
5,NB,11,22,23,3,2.5
5,NB,11,23,0,4,1.625
5,NB,11,23,1,4,0.875
5,NB,11,23,2,4,0.75
5,NB,11,23,3,4,0.625
5,NB,11,23,4,4,0.0
5,NB,11,23,5,4,0.0
5,NB,11,23,6,4,0.0
5,NB,11,23,7,4,0.0
5,NB,11,23,8,4,2.125
5,NB,11,23,9,4,3.375
5,NB,11,23,10,4,4.0
5,NB,11,23,11,4,19.625
5,NB,11,23,12,4,22.5
5,NB,11,23,13,4,3.875
5,NB,11,23,14,4,3.625
5,NB,11,23,15,4,3.375
5,NB,11,23,16,4,3.125
5,NB,11,23,17,4,3.0
5,NB,11,23,18,4,2.125
5,NB,11,23,19,4,2.125
5,NB,11,23,20,4,1.875
5,NB,11,23,21,4,2.25
5,NB,11,23,22,4,1.75
5,NB,11,23,23,4,1.125
5,NB,11,24,0,5,0.625
5,NB,11,24,1,5,0.25
5,NB,11,24,2,5,0.0
5,NB,11,24,3,5,0.0
5,NB,11,24,4,5,0.0
5,NB,11,24,5,5,0.0
5,NB,11,24,6,5,0.125
5,NB,11,24,7,5,1.125
5,NB,11,24,8,5,2.0
5,NB,11,24,9,5,2.75
5,NB,11,24,10,5,4.0
5,NB,11,24,11,5,5.5
5,NB,11,24,12,5,6.5
5,NB,11,24,13,5,7.0
5,NB,11,24,14,5,8.625
5,NB,11,24,15,5,8.75
5,NB,11,24,16,5,8.5
5,NB,11,24,17,5,9.0
5,NB,11,24,18,5,11.625
5,NB,11,24,19,5,7.125
5,NB,11,24,20,5,4.5
5,NB,11,24,21,5,4.375
5,NB,11,24,22,5,4.5
5,NB,11,24,23,5,3.25
5,NB,11,25,0,6,2.5
5,NB,11,25,1,6,1.875
5,NB,11,25,2,6,0.875
5,NB,11,25,3,6,0.5
5,NB,11,25,4,0,0.0
5,NB,11,25,4,6,0.0
5,NB,11,25,5,0,0.0
5,NB,11,25,5,6,0.0
5,NB,11,25,6,0,0.25
5,NB,11,25,6,6,0.25
5,NB,11,25,7,0,0.625
5,NB,11,25,7,6,0.625
5,NB,11,25,8,0,1.75
5,NB,11,25,8,6,1.625
5,NB,11,25,9,0,3.25
5,NB,11,25,9,6,3.25
5,NB,11,25,10,0,4.875
5,NB,11,25,10,6,5.0
5,NB,11,25,11,0,6.625
5,NB,11,25,11,6,6.25
5,NB,11,25,12,0,8.875
5,NB,11,25,12,6,7.625
5,NB,11,25,13,0,9.25
5,NB,11,25,13,6,9.375
5,NB,11,25,14,0,8.75
5,NB,11,25,14,6,9.5
5,NB,11,25,15,0,8.875
5,NB,11,25,15,6,10.125
5,NB,11,25,16,0,9.25
5,NB,11,25,16,6,9.0
5,NB,11,25,17,0,8.625
5,NB,11,25,17,6,9.625
5,NB,11,25,18,0,9.25
5,NB,11,25,18,6,8.5
5,NB,11,25,19,0,8.5
5,NB,11,25,19,6,7.375
5,NB,11,25,20,0,6.0
5,NB,11,25,20,6,6.0
5,NB,11,25,21,0,4.0
5,NB,11,25,21,6,4.875
5,NB,11,25,22,0,2.75
5,NB,11,25,22,6,5.75
5,NB,11,25,23,0,1.125
5,NB,11,25,23,6,4.25
5,NB,11,26,0,0,2.75
5,NB,11,26,0,1,0.375
5,NB,11,26,1,0,1.625
5,NB,11,26,1,1,0.125
5,NB,11,26,2,0,0.875
5,NB,11,26,2,1,0.0
5,NB,11,26,3,0,0.5
5,NB,11,26,3,1,0.0
5,NB,11,26,4,0,0.0
5,NB,11,26,4,1,0.0
5,NB,11,26,5,0,0.0
5,NB,11,26,5,1,0.5
5,NB,11,26,6,0,0.125
5,NB,11,26,6,1,3.375
5,NB,11,26,7,0,0.5
5,NB,11,26,7,1,9.5
5,NB,11,26,8,0,1.875
5,NB,11,26,9,0,2.625
5,NB,11,26,10,0,4.0
5,NB,11,26,11,0,5.75
5,NB,11,26,12,0,7.375
5,NB,11,26,13,0,8.375
5,NB,11,26,14,0,9.0
5,NB,11,26,15,0,8.75
5,NB,11,26,16,0,8.75
5,NB,11,26,17,0,8.75
5,NB,11,26,18,0,8.25
5,NB,11,26,19,0,7.75
5,NB,11,26,20,0,5.125
5,NB,11,26,21,0,4.25
5,NB,11,26,22,0,2.375
5,NB,11,26,23,0,1.125
5,NB,11,27,0,1,0.375
5,NB,11,27,1,1,0.125
5,NB,11,27,2,1,0.0
5,NB,11,27,3,1,0.0
5,NB,11,27,4,1,0.0
5,NB,11,27,5,1,0.375
5,NB,11,27,6,1,2.625
5,NB,11,27,7,1,12.625
5,NB,11,27,8,1,29.875
5,NB,11,27,9,1,16.0
5,NB,11,27,10,1,7.625
5,NB,11,27,11,1,6.125
5,NB,11,27,12,1,7.625
5,NB,11,27,13,1,9.625
5,NB,11,27,14,1,8.0
5,NB,11,27,15,1,8.0
5,NB,11,27,16,1,8.5
5,NB,11,27,17,1,10.0
5,NB,11,27,18,1,10.5
5,NB,11,27,19,1,7.25
5,NB,11,27,20,1,5.375
5,NB,11,27,21,1,4.0
5,NB,11,27,22,1,2.875
5,NB,11,27,23,1,1.375
5,NB,11,28,0,2,0.5
5,NB,11,28,1,2,0.25
5,NB,11,28,2,2,0.0
5,NB,11,28,3,2,0.0
5,NB,11,28,4,2,0.0
5,NB,11,28,5,2,0.5
5,NB,11,28,6,2,2.75
5,NB,11,28,7,2,12.875
5,NB,11,28,8,2,36.0
5,NB,11,28,9,2,21.5
5,NB,11,28,10,2,8.375
5,NB,11,28,11,2,7.25
5,NB,11,28,12,2,8.0
5,NB,11,28,13,2,10.125
5,NB,11,28,14,2,8.75
5,NB,11,28,15,2,8.125
5,NB,11,28,16,2,11.0
5,NB,11,28,17,2,13.625
5,NB,11,28,18,2,13.5
5,NB,11,28,19,2,7.75
5,NB,11,28,20,2,5.625
5,NB,11,28,21,2,4.5
5,NB,11,28,22,2,3.75
5,NB,11,28,23,2,2.0
5,NB,11,29,0,3,0.875
5,NB,11,29,1,3,0.25
5,NB,11,29,2,3,0.0
5,NB,11,29,3,3,0.0
5,NB,11,29,4,3,0.0
5,NB,11,29,5,3,0.5
5,NB,11,29,6,3,2.75
5,NB,11,29,7,3,12.0
5,NB,11,29,8,3,30.625
5,NB,11,29,9,3,32.625
5,NB,11,29,10,3,12.5
5,NB,11,29,11,3,8.0
5,NB,11,29,12,3,8.375
5,NB,11,29,13,3,10.625
5,NB,11,29,14,3,8.875
5,NB,11,29,15,3,8.5
5,NB,11,29,16,3,10.875
5,NB,11,29,17,3,12.5
5,NB,11,29,18,3,19.25
5,NB,11,29,19,3,8.0
5,NB,11,29,20,3,6.375
5,NB,11,29,21,3,5.5
5,NB,11,29,22,3,5.0
5,NB,11,29,23,3,2.25
5,NB,11,30,0,4,1.125
5,NB,11,30,1,4,0.125
5,NB,11,30,2,4,0.0
5,NB,11,30,3,4,0.0
5,NB,11,30,4,4,0.0
5,NB,11,30,5,4,0.5
5,NB,11,30,6,4,2.75
5,NB,11,30,7,4,11.625
5,NB,11,30,8,4,31.125
5,NB,11,30,9,4,27.5
5,NB,11,30,10,4,10.125
5,NB,11,30,11,4,8.5
5,NB,11,30,12,4,9.25
5,NB,11,30,13,4,18.75
5,NB,11,30,14,4,34.5
5,NB,11,30,15,4,8.625
5,NB,11,30,16,4,20.5
5,NB,11,30,17,4,12.0
5,NB,11,30,18,4,15.75
5,NB,11,30,19,4,9.25
5,NB,11,30,20,4,6.25
5,NB,11,30,21,4,6.125
5,NB,11,30,22,4,5.375
5,NB,11,30,23,4,3.125
5,NB,12,1,0,5,1.875
5,NB,12,1,1,5,0.75
5,NB,12,1,2,5,0.375
5,NB,12,1,3,5,0.125
5,NB,12,1,4,5,0.0
5,NB,12,1,5,5,0.5
5,NB,12,1,6,5,2.625
5,NB,12,1,7,5,10.625
5,NB,12,1,8,5,31.75
5,NB,12,1,9,5,24.5
5,NB,12,1,10,5,9.25
5,NB,12,1,11,5,8.0
5,NB,12,1,12,5,9.75
5,NB,12,1,13,5,37.5
5,NB,12,1,14,5,25.0
5,NB,12,1,15,5,15.25
5,NB,12,1,16,5,12.25
5,NB,12,1,17,5,11.5
5,NB,12,1,18,5,18.375
5,NB,12,1,19,5,9.75
5,NB,12,1,20,5,8.375
5,NB,12,1,21,5,7.625
5,NB,12,1,22,5,8.5
5,NB,12,1,23,5,5.5
5,NB,12,2,0,6,3.125
5,NB,12,2,1,6,2.625
5,NB,12,2,2,6,1.875
5,NB,12,2,3,6,0.625
5,NB,12,2,4,6,0.0
5,NB,12,2,5,6,0.0
5,NB,12,2,6,6,0.75
5,NB,12,2,7,6,1.5
5,NB,12,2,8,6,3.625
5,NB,12,2,9,6,5.25
5,NB,12,2,10,6,7.25
5,NB,12,2,11,6,9.25
5,NB,12,2,12,6,30.875
5,NB,12,2,13,6,33.25
5,NB,12,2,14,6,18.375
5,NB,12,2,15,6,13.5
5,NB,12,2,16,6,22.125
5,NB,12,2,17,6,36.25
5,NB,12,2,18,6,38.25
5,NB,12,2,19,6,19.375
5,NB,12,2,20,6,9.5
5,NB,12,2,21,6,8.625
5,NB,12,2,22,6,11.875
5,NB,12,2,23,6,6.625
5,NB,12,3,0,0,4.125
5,NB,12,3,1,0,3.0
5,NB,12,3,2,0,1.875
5,NB,12,3,3,0,0.75
5,NB,12,3,4,0,0.125
5,NB,12,3,5,0,0.0
5,NB,12,3,6,0,0.125
5,NB,12,3,7,0,0.625
5,NB,12,3,8,0,1.625
5,NB,12,3,9,0,3.5
5,NB,12,3,10,0,4.875
5,NB,12,3,11,0,6.5
5,NB,12,3,12,0,9.5
5,NB,12,3,13,0,10.25
5,NB,12,3,14,0,9.625
5,NB,12,3,15,0,9.375
5,NB,12,3,16,0,9.25
5,NB,12,3,17,0,10.625
5,NB,12,3,18,0,8.75
5,NB,12,3,19,0,7.875
5,NB,12,3,20,0,5.75
5,NB,12,3,21,0,4.5
5,NB,12,3,22,0,2.75
5,NB,12,3,23,0,1.5
5,NB,12,4,0,1,1.25
5,NB,12,4,1,1,0.25
5,NB,12,4,2,1,0.0
5,NB,12,4,3,1,0.0
5,NB,12,4,4,1,0.0
5,NB,12,4,5,1,0.375
5,NB,12,4,6,1,2.875
5,NB,12,4,7,1,12.0
5,NB,12,4,8,1,38.5
5,NB,12,4,9,1,23.375
5,NB,12,4,10,1,8.0
5,NB,12,4,11,1,7.375
5,NB,12,4,12,1,7.5
5,NB,12,4,13,1,14.75
5,NB,12,4,14,1,8.5
5,NB,12,4,15,1,8.125
5,NB,12,4,16,1,10.375
5,NB,12,4,17,1,10.25
5,NB,12,4,18,1,10.75
5,NB,12,4,19,1,7.875
5,NB,12,4,20,1,6.0
5,NB,12,4,21,1,4.5
5,NB,12,4,22,1,3.0
5,NB,12,4,23,1,1.75
5,NB,12,5,0,2,0.875
5,NB,12,5,1,2,0.125
5,NB,12,5,2,2,0.0
5,NB,12,5,3,2,0.0
5,NB,12,5,4,2,0.0
5,NB,12,5,5,2,0.375
5,NB,12,5,6,2,3.0
5,NB,12,5,7,2,12.25
5,NB,12,5,8,2,30.25
5,NB,12,5,9,2,34.625
5,NB,12,5,10,2,11.0
5,NB,12,5,11,2,8.25
5,NB,12,5,12,2,8.375
5,NB,12,5,13,2,10.75
5,NB,12,5,14,2,8.75
5,NB,12,5,15,2,8.25
5,NB,12,5,16,2,9.75
5,NB,12,5,17,2,14.0
5,NB,12,5,18,2,14.25
5,NB,12,5,19,2,10.875
5,NB,12,5,20,2,7.125
5,NB,12,5,21,2,5.375
5,NB,12,5,22,2,3.625
5,NB,12,5,23,2,1.75
5,NB,12,6,0,3,1.0
5,NB,12,6,1,3,0.125
5,NB,12,6,2,3,0.0
5,NB,12,6,3,3,0.0
5,NB,12,6,4,3,0.0
5,NB,12,6,5,3,0.5
5,NB,12,6,6,3,3.25
5,NB,12,6,7,3,11.875
5,NB,12,6,8,3,34.875
5,NB,12,6,9,3,39.0
5,NB,12,6,10,3,39.0
5,NB,12,6,11,3,8.0
5,NB,12,6,12,3,9.0
5,NB,12,6,13,3,18.875
5,NB,12,6,14,3,15.875
5,NB,12,6,15,3,9.25
5,NB,12,6,16,3,11.0
5,NB,12,6,17,3,10.125
5,NB,12,6,18,3,10.25
5,NB,12,6,19,3,9.25
5,NB,12,6,20,3,6.875
5,NB,12,6,21,3,5.375
5,NB,12,6,22,3,4.375
5,NB,12,6,23,3,3.125
5,NB,12,7,0,4,1.5
5,NB,12,7,1,4,0.5
5,NB,12,7,2,4,0.0
5,NB,12,7,3,4,0.0
5,NB,12,7,4,4,0.0
5,NB,12,7,5,4,0.0
5,NB,12,7,6,4,2.0
5,NB,12,7,7,4,8.625
5,NB,12,7,8,4,31.375
5,NB,12,7,9,4,32.125
5,NB,12,7,10,4,10.25
5,NB,12,7,11,4,8.125
5,NB,12,7,12,4,9.375
5,NB,12,7,13,4,12.375
5,NB,12,7,14,4,9.0
5,NB,12,7,15,4,8.875
5,NB,12,7,16,4,12.125
5,NB,12,7,17,4,39.75
5,NB,12,7,18,4,22.125
5,NB,12,7,19,4,9.25
5,NB,12,7,20,4,6.875
5,NB,12,7,21,4,5.25
5,NB,12,7,22,4,5.875
5,NB,12,7,23,4,3.25
5,NB,12,8,0,5,1.875
5,NB,12,8,1,5,0.875
5,NB,12,8,2,5,0.25
5,NB,12,8,3,5,0.125
5,NB,12,8,4,5,0.0
5,NB,12,8,5,5,0.125
5,NB,12,8,6,5,1.25
5,NB,12,8,7,5,4.125
5,NB,12,8,8,5,8.125
5,NB,12,8,9,5,11.625
5,NB,12,8,10,5,35.0
5,NB,12,8,11,5,22.0
5,NB,12,8,12,5,10.0
5,NB,12,8,13,5,17.375
5,NB,12,8,14,5,12.875
5,NB,12,8,15,5,17.9
5,NB,12,8,16,5,21.0
5,NB,12,8,17,5,10.625
5,NB,12,8,18,5,11.125
5,NB,12,8,19,5,9.5
5,NB,12,8,20,5,8.375
5,NB,12,8,21,5,7.25
5,NB,12,8,22,5,8.5
5,NB,12,8,23,5,5.125
5,NB,12,9,0,6,3.875
5,NB,12,9,1,6,2.25
5,NB,12,9,2,6,1.25
5,NB,12,9,3,6,0.375
5,NB,12,9,4,0,0.25
5,NB,12,9,4,6,0.125
5,NB,12,9,5,0,0.125
5,NB,12,9,5,6,0.0
5,NB,12,9,6,0,0.125
5,NB,12,9,6,6,0.75
5,NB,12,9,7,0,0.75
5,NB,12,9,7,6,1.5
5,NB,12,9,8,0,1.5
5,NB,12,9,8,6,3.125
5,NB,12,9,9,0,3.125
5,NB,12,9,9,6,4.875
5,NB,12,9,10,0,5.0
5,NB,12,9,10,6,7.125
5,NB,12,9,11,0,8.25
5,NB,12,9,11,6,8.375
5,NB,12,9,12,0,9.875
5,NB,12,9,12,6,10.625
5,NB,12,9,13,0,10.25
5,NB,12,9,13,6,32.25
5,NB,12,9,14,0,12.25
5,NB,12,9,14,6,35.875
5,NB,12,9,15,0,13.125
5,NB,12,9,15,6,25.375
5,NB,12,9,16,0,12.25
5,NB,12,9,16,6,32.875
5,NB,12,9,17,0,12.875
5,NB,12,9,17,6,39.375
5,NB,12,9,18,0,8.375
5,NB,12,9,18,6,33.25
5,NB,12,9,19,0,7.625
5,NB,12,9,19,6,19.5
5,NB,12,9,20,0,5.875
5,NB,12,9,20,6,9.75
5,NB,12,9,21,0,4.875
5,NB,12,9,21,6,12.125
5,NB,12,9,22,0,3.75
5,NB,12,9,22,6,25.0
5,NB,12,9,23,0,1.375
5,NB,12,9,23,6,10.625
5,NB,12,10,0,0,4.5
5,NB,12,10,0,1,0.75
5,NB,12,10,1,0,2.875
5,NB,12,10,1,1,0.125
5,NB,12,10,2,0,1.75
5,NB,12,10,2,1,0.0
5,NB,12,10,3,0,0.75
5,NB,12,10,3,1,0.0
5,NB,12,10,4,0,0.0
5,NB,12,10,4,1,0.0
5,NB,12,10,5,0,0.0
5,NB,12,10,5,1,0.5
5,NB,12,10,6,0,0.125
5,NB,12,10,6,1,3.375
5,NB,12,10,7,0,0.625
5,NB,12,10,7,1,12.75
5,NB,12,10,8,0,1.75
5,NB,12,10,8,1,28.0
5,NB,12,10,9,0,3.0
5,NB,12,10,9,1,19.125
5,NB,12,10,10,0,4.75
5,NB,12,10,10,1,8.0
5,NB,12,10,11,0,6.5
5,NB,12,10,11,1,8.125
5,NB,12,10,12,0,8.875
5,NB,12,10,12,1,9.125
5,NB,12,10,13,0,9.375
5,NB,12,10,13,1,10.375
5,NB,12,10,14,0,9.625
5,NB,12,10,14,1,9.25
5,NB,12,10,15,0,10.125
5,NB,12,10,15,1,9.625
5,NB,12,10,16,0,10.25
5,NB,12,10,16,1,21.0
5,NB,12,10,17,0,20.5
5,NB,12,10,17,1,27.5
5,NB,12,10,18,0,14.75
5,NB,12,10,18,1,18.125
5,NB,12,10,19,0,9.75
5,NB,12,10,19,1,10.375
5,NB,12,10,20,0,8.875
5,NB,12,10,20,1,7.75
5,NB,12,10,21,0,7.875
5,NB,12,10,21,1,7.5
5,NB,12,10,22,0,6.5
5,NB,12,10,22,1,8.875
5,NB,12,10,23,0,3.25
5,NB,12,10,23,1,2.875
5,NB,12,11,0,1,0.875
5,NB,12,11,0,2,0.75
5,NB,12,11,1,1,0.125
5,NB,12,11,1,2,0.25
5,NB,12,11,2,1,0.0
5,NB,12,11,2,2,0.0
5,NB,12,11,3,1,0.0
5,NB,12,11,3,2,0.0
5,NB,12,11,4,1,0.0
5,NB,12,11,4,2,0.0
5,NB,12,11,5,1,0.375
5,NB,12,11,5,2,0.875
5,NB,12,11,6,1,2.5
5,NB,12,11,6,2,3.25
5,NB,12,11,7,1,11.0
5,NB,12,11,7,2,14.5
5,NB,12,11,8,1,29.75
5,NB,12,11,8,2,30.0
5,NB,12,11,9,1,23.125
5,NB,12,11,9,2,14.0
5,NB,12,11,10,1,7.75
5,NB,12,11,10,2,9.375
5,NB,12,11,11,1,7.75
5,NB,12,11,11,2,9.375
5,NB,12,11,12,1,8.875
5,NB,12,11,12,2,9.875
5,NB,12,11,13,1,10.0
5,NB,12,11,13,2,12.75
5,NB,12,11,14,1,8.5
5,NB,12,11,14,2,9.875
5,NB,12,11,15,1,8.75
5,NB,12,11,15,2,10.875
5,NB,12,11,16,1,10.0
5,NB,12,11,16,2,24.5
5,NB,12,11,17,1,9.875
5,NB,12,11,17,2,28.0
5,NB,12,11,18,1,13.875
5,NB,12,11,18,2,29.25
5,NB,12,11,19,1,9.375
5,NB,12,11,19,2,10.5
5,NB,12,11,20,1,7.75
5,NB,12,11,20,2,9.0
5,NB,12,11,21,1,6.625
5,NB,12,11,21,2,8.625
5,NB,12,11,22,1,6.375
5,NB,12,11,22,2,6.75
5,NB,12,11,23,1,2.875
5,NB,12,11,23,2,2.75
5,NB,12,12,0,2,1.0
5,NB,12,12,0,3,1.25
5,NB,12,12,1,2,0.25
5,NB,12,12,1,3,0.375
5,NB,12,12,2,2,0.0
5,NB,12,12,2,3,0.0
5,NB,12,12,3,2,0.0
5,NB,12,12,3,3,0.0
5,NB,12,12,4,2,0.0
5,NB,12,12,4,3,0.0
5,NB,12,12,5,2,0.5
5,NB,12,12,5,3,0.5
5,NB,12,12,6,2,3.25
5,NB,12,12,6,3,3.25
5,NB,12,12,7,2,11.875
5,NB,12,12,7,3,13.125
5,NB,12,12,8,2,30.625
5,NB,12,12,8,3,27.75
5,NB,12,12,9,2,23.75
5,NB,12,12,9,3,16.375
5,NB,12,12,10,2,8.625
5,NB,12,12,10,3,8.875
5,NB,12,12,11,2,19.875
5,NB,12,12,11,3,8.125
5,NB,12,12,12,2,8.875
5,NB,12,12,12,3,10.125
5,NB,12,12,13,2,18.625
5,NB,12,12,13,3,12.625
5,NB,12,12,14,2,19.25
5,NB,12,12,14,3,10.625
5,NB,12,12,15,2,8.625
5,NB,12,12,15,3,9.875
5,NB,12,12,16,2,10.5
5,NB,12,12,16,3,25.125
5,NB,12,12,17,2,11.75
5,NB,12,12,17,3,36.875
5,NB,12,12,18,2,32.5
5,NB,12,12,18,3,30.125
5,NB,12,12,19,2,9.875
5,NB,12,12,19,3,15.25
5,NB,12,12,20,2,7.0
5,NB,12,12,20,3,8.75
5,NB,12,12,21,2,6.875
5,NB,12,12,21,3,8.375
5,NB,12,12,22,2,5.375
5,NB,12,12,22,3,8.125
5,NB,12,12,23,2,3.125
5,NB,12,12,23,3,3.5
5,NB,12,13,0,3,1.375
5,NB,12,13,0,4,1.375
5,NB,12,13,1,3,0.375
5,NB,12,13,1,4,0.375
5,NB,12,13,2,3,0.0
5,NB,12,13,2,4,0.125
5,NB,12,13,3,3,0.0
5,NB,12,13,3,4,0.0
5,NB,12,13,4,3,0.0
5,NB,12,13,4,4,0.0
5,NB,12,13,5,3,0.375
5,NB,12,13,5,4,0.625
5,NB,12,13,6,3,2.5
5,NB,12,13,6,4,3.25
5,NB,12,13,7,3,11.5
5,NB,12,13,7,4,13.375
5,NB,12,13,8,3,25.75
5,NB,12,13,8,4,20.0
5,NB,12,13,9,3,20.625
5,NB,12,13,9,4,18.125
5,NB,12,13,10,3,8.0
5,NB,12,13,10,4,34.625
5,NB,12,13,11,3,7.875
5,NB,12,13,11,4,9.666666666666666
5,NB,12,13,12,3,8.25
5,NB,12,13,12,4,10.125
5,NB,12,13,13,3,27.125
5,NB,12,13,13,4,14.25
5,NB,12,13,14,3,12.375
5,NB,12,13,14,4,12.75
5,NB,12,13,15,3,9.5
5,NB,12,13,15,4,13.0
5,NB,12,13,16,3,11.125
5,NB,12,13,16,4,27.375
5,NB,12,13,17,3,11.0
5,NB,12,13,17,4,43.375
5,NB,12,13,18,3,17.875
5,NB,12,13,18,4,33.125
5,NB,12,13,19,3,9.75
5,NB,12,13,19,4,28.125
5,NB,12,13,20,3,8.625
5,NB,12,13,20,4,9.0
5,NB,12,13,21,3,7.125
5,NB,12,13,21,4,8.125
5,NB,12,13,22,3,7.375
5,NB,12,13,22,4,7.0
5,NB,12,13,23,3,3.375
5,NB,12,13,23,4,3.875
5,NB,12,14,0,4,1.375
5,NB,12,14,0,5,1.875
5,NB,12,14,1,4,0.375
5,NB,12,14,1,5,1.0
5,NB,12,14,2,4,0.0
5,NB,12,14,2,5,0.5
5,NB,12,14,3,4,0.0
5,NB,12,14,3,5,0.0
5,NB,12,14,4,4,0.0
5,NB,12,14,4,5,0.0
5,NB,12,14,5,4,0.375
5,NB,12,14,5,5,0.25
5,NB,12,14,6,4,2.625
5,NB,12,14,6,5,2.25
5,NB,12,14,7,4,12.375
5,NB,12,14,7,5,9.25
5,NB,12,14,8,4,35.625
5,NB,12,14,8,5,17.0
5,NB,12,14,9,4,23.25
5,NB,12,14,9,5,22.125
5,NB,12,14,10,4,8.375
5,NB,12,14,10,5,9.625
5,NB,12,14,11,4,7.625
5,NB,12,14,11,5,9.25
5,NB,12,14,12,4,8.5
5,NB,12,14,12,5,11.375
5,NB,12,14,13,4,23.75
5,NB,12,14,13,5,24.875
5,NB,12,14,14,4,25.5
5,NB,12,14,14,5,17.875
5,NB,12,14,15,4,10.5
5,NB,12,14,15,5,12.875
5,NB,12,14,16,4,13.5
5,NB,12,14,16,5,29.875
5,NB,12,14,17,4,14.5
5,NB,12,14,17,5,35.125
5,NB,12,14,18,4,28.625
5,NB,12,14,18,5,14.75
5,NB,12,14,19,4,10.125
5,NB,12,14,19,5,11.5
5,NB,12,14,20,4,9.0
5,NB,12,14,20,5,11.875
5,NB,12,14,21,4,8.25
5,NB,12,14,21,5,11.375
5,NB,12,14,22,4,9.25
5,NB,12,14,22,5,13.25
5,NB,12,14,23,4,4.875
5,NB,12,14,23,5,8.5
5,NB,12,15,0,5,1.75
5,NB,12,15,0,6,4.5
5,NB,12,15,1,5,0.75
5,NB,12,15,1,6,2.75
5,NB,12,15,2,5,0.75
5,NB,12,15,2,6,2.125
5,NB,12,15,3,5,0.25
5,NB,12,15,3,6,0.75
5,NB,12,15,4,5,0.0
5,NB,12,15,4,6,0.125
5,NB,12,15,5,5,0.375
5,NB,12,15,5,6,0.0
5,NB,12,15,6,5,2.5
5,NB,12,15,6,6,0.5
5,NB,12,15,7,5,9.75
5,NB,12,15,7,6,1.25
5,NB,12,15,8,5,23.25
5,NB,12,15,8,6,2.75
5,NB,12,15,9,5,20.125
