KITS ID,Direction,Month,Day,Hour,Day of Week,Occupancy
15,WB,5,13,9,4,5.75
15,WB,5,13,10,0,3.875
15,WB,5,13,10,1,5.0
15,WB,5,13,10,3,2.125
15,WB,5,13,10,4,4.625
15,WB,5,13,11,0,6.0
15,WB,5,13,11,1,6.75
15,WB,5,13,11,3,3.0
15,WB,5,13,11,4,5.0
15,WB,5,13,12,0,7.875
15,WB,5,13,12,1,7.875
15,WB,5,13,12,3,3.0
15,WB,5,13,12,4,6.0
15,WB,5,13,13,0,8.875
15,WB,5,13,13,1,8.375
15,WB,5,13,13,3,3.0
15,WB,5,13,13,4,6.625
15,WB,5,13,14,0,8.5
15,WB,5,13,14,1,8.75
15,WB,5,13,14,3,3.0
15,WB,5,13,14,4,7.0
15,WB,5,13,15,0,8.375
15,WB,5,13,15,1,11.125
15,WB,5,13,15,3,3.75
15,WB,5,13,15,4,7.375
15,WB,5,13,16,0,6.875
15,WB,5,13,16,1,12.875
15,WB,5,13,16,3,4.75
15,WB,5,13,16,4,7.25
15,WB,5,13,17,0,7.5
15,WB,5,13,17,1,10.25
15,WB,5,13,17,3,4.375
15,WB,5,13,17,4,7.875
15,WB,5,13,18,0,5.875
15,WB,5,13,18,1,10.75
15,WB,5,13,18,3,3.625
15,WB,5,13,18,4,7.375
15,WB,5,13,19,0,4.75
15,WB,5,13,19,1,8.0
15,WB,5,13,19,3,2.5
15,WB,5,13,19,4,5.875
15,WB,5,13,20,0,4.0
15,WB,5,13,20,1,4.75
15,WB,5,13,20,3,1.75
15,WB,5,13,20,4,4.625
15,WB,5,13,21,0,3.75
15,WB,5,13,21,1,4.25
15,WB,5,13,21,3,1.0
15,WB,5,13,21,4,4.75
15,WB,5,13,22,0,2.0
15,WB,5,13,22,1,2.5
15,WB,5,13,22,3,0.375
15,WB,5,13,22,4,4.0
15,WB,5,13,23,0,1.0
15,WB,5,13,23,1,1.5
15,WB,5,13,23,3,0.0
15,WB,5,13,23,4,2.5
15,WB,5,14,0,1,0.375
15,WB,5,14,0,2,0.625
15,WB,5,14,0,4,0.0
15,WB,5,14,0,5,1.25
15,WB,5,14,1,1,0.0
15,WB,5,14,1,2,0.0
15,WB,5,14,1,4,0.0
15,WB,5,14,1,5,0.5
15,WB,5,14,2,1,0.0
15,WB,5,14,2,2,0.0
15,WB,5,14,2,4,0.0
15,WB,5,14,2,5,0.125
15,WB,5,14,3,1,0.0
15,WB,5,14,3,2,0.0
15,WB,5,14,3,4,0.0
15,WB,5,14,3,5,0.0
15,WB,5,14,4,1,0.0
15,WB,5,14,4,2,0.0
15,WB,5,14,4,4,0.0
15,WB,5,14,4,5,0.0
15,WB,5,14,5,1,0.0
15,WB,5,14,5,2,0.125
15,WB,5,14,5,4,0.0
15,WB,5,14,5,5,0.0
15,WB,5,14,6,1,1.125
15,WB,5,14,6,2,1.375
15,WB,5,14,6,4,0.0
15,WB,5,14,6,5,0.5
15,WB,5,14,7,1,6.75
15,WB,5,14,7,2,8.125
15,WB,5,14,7,4,0.875
15,WB,5,14,7,5,3.375
15,WB,5,14,8,1,9.875
15,WB,5,14,8,2,10.5
15,WB,5,14,8,4,2.0
15,WB,5,14,8,5,6.25
15,WB,5,14,9,1,6.625
15,WB,5,14,9,2,9.625
15,WB,5,14,9,4,2.0
15,WB,5,14,9,5,6.375
15,WB,5,14,10,1,5.0
15,WB,5,14,10,2,7.375
15,WB,5,14,10,4,2.125
15,WB,5,14,10,5,5.3
15,WB,5,14,11,1,6.875
15,WB,5,14,11,2,7.875
15,WB,5,14,11,4,2.25
15,WB,5,14,11,5,6.5
15,WB,5,14,12,1,7.5
15,WB,5,14,12,2,8.125
15,WB,5,14,12,4,3.25
15,WB,5,14,13,1,9.0
15,WB,5,14,13,2,9.625
15,WB,5,14,13,4,3.5
15,WB,5,14,14,1,8.125
15,WB,5,14,14,2,9.875
15,WB,5,14,14,4,4.5
15,WB,5,14,15,1,9.75
15,WB,5,14,15,2,11.0
15,WB,5,14,15,4,3.875
15,WB,5,14,16,1,12.875
15,WB,5,14,16,2,13.25
15,WB,5,14,16,4,4.375
15,WB,5,14,17,1,9.5
15,WB,5,14,17,2,10.5
15,WB,5,14,17,4,4.375
15,WB,5,14,18,1,11.25
15,WB,5,14,18,2,10.625
15,WB,5,14,18,4,4.125
15,WB,5,14,19,1,7.625
15,WB,5,14,19,2,7.875
15,WB,5,14,19,4,2.7
15,WB,5,14,20,1,5.25
15,WB,5,14,20,2,6.875
15,WB,5,14,20,4,1.75
15,WB,5,14,21,1,5.125
15,WB,5,14,21,2,4.875
15,WB,5,14,21,4,1.125
15,WB,5,14,22,1,3.5
15,WB,5,14,22,2,3.5
15,WB,5,14,22,4,0.625
15,WB,5,14,23,1,1.625
15,WB,5,14,23,2,1.875
15,WB,5,14,23,4,0.0
15,WB,5,15,0,2,0.625
15,WB,5,15,0,3,0.625
15,WB,5,15,0,5,0.0
15,WB,5,15,1,2,0.0
15,WB,5,15,1,3,0.0
15,WB,5,15,1,5,0.0
15,WB,5,15,2,2,0.0
15,WB,5,15,2,3,0.0
15,WB,5,15,2,5,0.0
15,WB,5,15,3,2,0.0
15,WB,5,15,3,3,0.0
15,WB,5,15,3,5,0.0
15,WB,5,15,3,6,0.0
15,WB,5,15,4,2,0.0
15,WB,5,15,4,3,0.0
15,WB,5,15,4,5,0.0
15,WB,5,15,4,6,0.0
15,WB,5,15,5,2,0.0
15,WB,5,15,5,3,0.0
15,WB,5,15,5,5,0.0
15,WB,5,15,5,6,0.0
15,WB,5,15,6,2,1.375
15,WB,5,15,6,3,1.375
15,WB,5,15,6,5,0.0
15,WB,5,15,6,6,0.0
15,WB,5,15,7,2,6.875
15,WB,5,15,7,3,7.125
15,WB,5,15,7,5,0.875
15,WB,5,15,7,6,0.875
15,WB,5,15,8,2,10.0
15,WB,5,15,8,3,9.125
15,WB,5,15,8,5,1.625
15,WB,5,15,8,6,1.875
15,WB,5,15,9,2,8.5
15,WB,5,15,9,3,7.875
15,WB,5,15,9,5,1.875
15,WB,5,15,9,6,3.75
15,WB,5,15,10,2,5.75
15,WB,5,15,10,3,5.75
15,WB,5,15,10,5,2.0
15,WB,5,15,10,6,5.25
15,WB,5,15,11,2,6.875
15,WB,5,15,11,3,7.625
15,WB,5,15,11,5,2.5
15,WB,5,15,11,6,6.375
15,WB,5,15,12,2,8.0
15,WB,5,15,12,3,8.125
15,WB,5,15,12,5,3.125
15,WB,5,15,12,6,7.75
15,WB,5,15,13,2,9.125
15,WB,5,15,13,3,11.0
15,WB,5,15,13,5,3.625
15,WB,5,15,13,6,8.125
15,WB,5,15,14,2,9.25
15,WB,5,15,14,3,10.125
15,WB,5,15,14,5,4.0
15,WB,5,15,14,6,8.25
15,WB,5,15,15,2,11.25
15,WB,5,15,15,3,11.5
15,WB,5,15,15,5,4.5
15,WB,5,15,15,6,8.75
15,WB,5,15,16,2,12.833333333333334
15,WB,5,15,16,3,16.5
15,WB,5,15,16,5,4.75
15,WB,5,15,16,6,6.5
15,WB,5,15,17,2,11.0
15,WB,5,15,17,3,11.875
15,WB,5,15,17,5,4.375
15,WB,5,15,17,6,6.625
15,WB,5,15,18,2,10.3
15,WB,5,15,18,3,10.875
15,WB,5,15,18,5,4.375
15,WB,5,15,18,6,6.625
15,WB,5,15,19,2,9.375
15,WB,5,15,19,3,8.75
15,WB,5,15,19,5,3.0
15,WB,5,15,19,6,5.25
15,WB,5,15,20,2,6.875
15,WB,5,15,20,3,7.0
15,WB,5,15,20,5,2.5
15,WB,5,15,20,6,4.625
15,WB,5,15,21,2,6.25
15,WB,5,15,21,3,5.5
15,WB,5,15,21,5,2.6666666666666665
15,WB,5,15,21,6,4.625
15,WB,5,15,22,2,3.125
15,WB,5,15,22,3,4.125
15,WB,5,15,22,6,4.625
15,WB,5,15,23,2,1.5
15,WB,5,15,23,3,2.375
15,WB,5,15,23,6,3.375
15,WB,5,16,0,0,3.375
15,WB,5,16,0,3,0.875
15,WB,5,16,0,4,1.5
15,WB,5,16,1,0,2.25
15,WB,5,16,1,3,0.0
15,WB,5,16,1,4,0.25
15,WB,5,16,2,0,2.0
15,WB,5,16,2,3,0.0
15,WB,5,16,2,4,0.0
15,WB,5,16,3,0,1.2
15,WB,5,16,3,3,0.0
15,WB,5,16,3,4,0.0
15,WB,5,16,4,0,0.0
15,WB,5,16,4,3,0.0
15,WB,5,16,4,4,0.0
15,WB,5,16,5,0,0.0
15,WB,5,16,5,3,0.0
15,WB,5,16,5,4,0.0
15,WB,5,16,6,0,0.0
15,WB,5,16,6,3,1.0
15,WB,5,16,6,4,1.5
15,WB,5,16,7,0,0.0
15,WB,5,16,7,3,5.375
15,WB,5,16,7,4,7.0
15,WB,5,16,8,3,9.625
15,WB,5,16,8,4,9.0
15,WB,5,16,9,3,8.75
15,WB,5,16,9,4,8.0
15,WB,5,16,10,3,6.375
15,WB,5,16,10,4,6.375
15,WB,5,16,11,3,6.75
15,WB,5,16,11,4,7.25
15,WB,5,16,12,3,8.375
15,WB,5,16,12,4,8.25
15,WB,5,16,13,3,9.75
15,WB,5,16,13,4,9.125
15,WB,5,16,14,3,9.5
15,WB,5,16,14,4,9.75
15,WB,5,16,15,3,10.25
15,WB,5,16,15,4,12.0
15,WB,5,16,16,3,12.875
15,WB,5,16,16,4,13.375
15,WB,5,16,17,3,14.3
15,WB,5,16,17,4,12.0
15,WB,5,16,18,3,9.25
15,WB,5,16,18,4,11.0
15,WB,5,16,19,3,7.875
15,WB,5,16,19,4,9.0
15,WB,5,16,20,3,6.75
15,WB,5,16,20,4,7.875
15,WB,5,16,21,3,6.25
15,WB,5,16,21,4,6.5
15,WB,5,16,22,3,3.75
15,WB,5,16,22,4,5.125
15,WB,5,16,23,3,2.0
15,WB,5,16,23,4,3.625
15,WB,5,17,0,4,0.75
15,WB,5,17,0,5,2.25
15,WB,5,17,1,4,0.25
15,WB,5,17,1,5,1.0
15,WB,5,17,2,4,0.0
15,WB,5,17,2,5,0.625
15,WB,5,17,3,1,0.0
15,WB,5,17,3,4,0.0
15,WB,5,17,3,5,0.0
15,WB,5,17,4,1,0.0
15,WB,5,17,4,4,0.0
15,WB,5,17,4,5,0.0
15,WB,5,17,5,1,0.0
15,WB,5,17,5,4,0.0
15,WB,5,17,5,5,0.0
15,WB,5,17,6,1,0.5
15,WB,5,17,6,4,1.25
15,WB,5,17,6,5,1.25
15,WB,5,17,7,1,2.75
15,WB,5,17,7,4,7.5
15,WB,5,17,7,5,6.6
15,WB,5,17,8,1,6.125
15,WB,5,17,8,4,10.375
15,WB,5,17,8,5,9.333333333333334
15,WB,5,17,9,1,5.5
15,WB,5,17,9,4,8.0
15,WB,5,17,9,5,7.5
15,WB,5,17,10,1,3.875
15,WB,5,17,10,4,6.5
15,WB,5,17,10,5,6.125
15,WB,5,17,11,1,4.5
15,WB,5,17,11,4,7.75
15,WB,5,17,11,5,7.75
15,WB,5,17,12,0,3.5
15,WB,5,17,12,1,5.75
15,WB,5,17,12,4,8.625
15,WB,5,17,12,5,8.875
15,WB,5,17,13,0,3.625
15,WB,5,17,13,1,6.0
15,WB,5,17,13,4,10.625
15,WB,5,17,13,5,10.625
15,WB,5,17,14,0,4.0
15,WB,5,17,14,1,5.125
15,WB,5,17,14,4,10.0
15,WB,5,17,14,5,9.375
15,WB,5,17,15,0,3.75
15,WB,5,17,15,1,7.5
15,WB,5,17,15,4,11.125
15,WB,5,17,15,5,12.125
15,WB,5,17,16,0,3.625
15,WB,5,17,16,1,7.5
15,WB,5,17,16,4,12.8
15,WB,5,17,16,5,13.75
15,WB,5,17,17,0,3.0
15,WB,5,17,17,1,7.25
15,WB,5,17,17,4,10.7
15,WB,5,17,17,5,11.25
15,WB,5,17,18,0,2.5
15,WB,5,17,18,1,7.0
15,WB,5,17,18,4,8.875
15,WB,5,17,18,5,9.625
15,WB,5,17,19,0,2.375
15,WB,5,17,19,1,5.25
15,WB,5,17,19,4,9.0
15,WB,5,17,19,5,7.125
15,WB,5,17,20,0,1.5
15,WB,5,17,20,1,3.625
15,WB,5,17,20,4,6.875
15,WB,5,17,20,5,5.25
15,WB,5,17,21,0,1.125
15,WB,5,17,21,1,2.875
15,WB,5,17,21,4,6.625
15,WB,5,17,21,5,6.0
15,WB,5,17,22,0,0.5
15,WB,5,17,22,1,2.125
15,WB,5,17,22,4,5.0
15,WB,5,17,22,5,6.5
15,WB,5,17,23,0,0.0
15,WB,5,17,23,1,1.5
15,WB,5,17,23,4,3.875
15,WB,5,17,23,5,4.125
15,WB,5,18,0,1,0.0
15,WB,5,18,0,2,0.25
15,WB,5,18,0,5,2.125
15,WB,5,18,0,6,3.125
15,WB,5,18,1,1,0.0
15,WB,5,18,1,2,0.0
15,WB,5,18,1,5,0.75
15,WB,5,18,1,6,1.875
15,WB,5,18,2,1,0.0
15,WB,5,18,2,2,0.0
15,WB,5,18,2,5,0.375
15,WB,5,18,2,6,2.0
15,WB,5,18,3,1,0.0
15,WB,5,18,3,2,0.0
15,WB,5,18,3,5,0.0
15,WB,5,18,3,6,0.375
15,WB,5,18,4,1,0.0
15,WB,5,18,4,2,0.0
15,WB,5,18,4,5,0.0
15,WB,5,18,4,6,0.0
15,WB,5,18,5,1,0.0
15,WB,5,18,5,2,0.0
15,WB,5,18,5,5,0.125
15,WB,5,18,5,6,0.0
15,WB,5,18,6,1,0.0
15,WB,5,18,6,2,0.625
15,WB,5,18,6,5,1.5
15,WB,5,18,6,6,0.125
15,WB,5,18,7,1,1.0
15,WB,5,18,7,2,3.0
15,WB,5,18,7,5,6.125
15,WB,5,18,7,6,1.125
15,WB,5,18,8,1,2.0
15,WB,5,18,8,2,6.625
15,WB,5,18,8,5,10.0
15,WB,5,18,8,6,2.375
15,WB,5,18,9,1,2.0
15,WB,5,18,9,2,5.625
15,WB,5,18,9,5,7.875
15,WB,5,18,9,6,3.875
15,WB,5,18,10,1,2.125
15,WB,5,18,10,2,4.5
15,WB,5,18,10,5,6.25
15,WB,5,18,10,6,5.875
15,WB,5,18,11,1,2.5
15,WB,5,18,11,2,5.375
15,WB,5,18,11,5,8.0
15,WB,5,18,11,6,7.5
15,WB,5,18,12,1,2.875
15,WB,5,18,12,2,5.625
15,WB,5,18,12,5,10.875
15,WB,5,18,12,6,8.0
15,WB,5,18,13,1,3.5
15,WB,5,18,13,2,6.375
15,WB,5,18,13,5,10.875
15,WB,5,18,13,6,8.0
15,WB,5,18,14,1,3.6
15,WB,5,18,14,2,6.625
15,WB,5,18,14,5,10.625
15,WB,5,18,14,6,10.125
15,WB,5,18,15,1,3.875
15,WB,5,18,15,2,7.375
15,WB,5,18,15,5,11.625
15,WB,5,18,15,6,8.375
15,WB,5,18,16,1,4.2
15,WB,5,18,16,2,8.625
15,WB,5,18,16,5,12.875
15,WB,5,18,16,6,7.375
15,WB,5,18,17,1,4.125
15,WB,5,18,17,2,8.75
15,WB,5,18,17,5,10.5
15,WB,5,18,17,6,6.375
15,WB,5,18,18,1,3.5
15,WB,5,18,18,2,6.875
15,WB,5,18,18,5,10.0
15,WB,5,18,18,6,6.25
15,WB,5,18,19,1,2.375
15,WB,5,18,19,2,4.75
15,WB,5,18,19,5,7.375
15,WB,5,18,19,6,7.0
15,WB,5,18,20,1,1.25
15,WB,5,18,20,2,3.125
15,WB,5,18,20,5,6.125
15,WB,5,18,20,6,4.5
15,WB,5,18,21,1,1.25
15,WB,5,18,21,2,2.5
15,WB,5,18,21,5,6.0
15,WB,5,18,21,6,6.0
15,WB,5,18,22,1,0.625
15,WB,5,18,22,2,2.125
15,WB,5,18,22,5,6.75
15,WB,5,18,22,6,8.375
15,WB,5,18,23,1,0.0
15,WB,5,18,23,2,1.25
15,WB,5,18,23,5,5.0
15,WB,5,18,23,6,6.375
15,WB,5,19,0,0,4.0
15,WB,5,19,0,2,0.0
15,WB,5,19,0,3,0.375
15,WB,5,19,0,6,2.875
15,WB,5,19,1,0,2.5
15,WB,5,19,1,2,0.0
15,WB,5,19,1,3,0.0
15,WB,5,19,1,6,2.125
15,WB,5,19,2,0,2.125
15,WB,5,19,2,2,0.0
15,WB,5,19,2,3,0.0
15,WB,5,19,2,6,2.125
15,WB,5,19,3,0,0.875
15,WB,5,19,3,2,0.0
15,WB,5,19,3,3,0.0
15,WB,5,19,3,6,1.0
15,WB,5,19,4,0,0.0
15,WB,5,19,4,2,0.0
15,WB,5,19,4,3,0.0
15,WB,5,19,4,6,0.0
15,WB,5,19,5,0,0.0
15,WB,5,19,5,2,0.0
15,WB,5,19,5,3,0.0
15,WB,5,19,5,6,0.0
15,WB,5,19,6,0,0.0
15,WB,5,19,6,2,0.125
15,WB,5,19,6,3,0.0
15,WB,5,19,6,6,0.375
15,WB,5,19,7,0,0.375
15,WB,5,19,7,2,1.7
15,WB,5,19,7,6,1.25
15,WB,5,19,8,0,1.125
15,WB,5,19,8,2,2.3333333333333335
15,WB,5,19,8,6,2.75
15,WB,5,19,9,0,3.25
15,WB,5,19,9,2,2.25
15,WB,5,19,9,6,4.0
15,WB,5,19,10,0,3.875
15,WB,5,19,10,2,2.375
15,WB,5,19,10,6,6.0
15,WB,5,19,11,0,7.375
15,WB,5,19,11,2,2.75
15,WB,5,19,11,6,7.125
15,WB,5,19,12,0,7.875
15,WB,5,19,12,2,3.125
15,WB,5,19,12,6,9.5
15,WB,5,19,13,0,8.625
15,WB,5,19,13,2,3.875
15,WB,5,19,13,6,9.375
15,WB,5,19,14,0,8.5
15,WB,5,19,14,2,4.5
15,WB,5,19,14,6,9.625
15,WB,5,19,15,0,8.5
15,WB,5,19,15,2,4.5
15,WB,5,19,15,6,10.0
15,WB,5,19,16,0,7.625
15,WB,5,19,16,2,4.25
15,WB,5,19,16,6,8.5
15,WB,5,19,17,0,7.125
15,WB,5,19,17,2,4.25
15,WB,5,19,17,6,7.875
15,WB,5,19,18,0,6.125
15,WB,5,19,18,2,4.125
15,WB,5,19,18,6,8.0
15,WB,5,19,19,0,5.75
15,WB,5,19,19,2,2.7
15,WB,5,19,19,6,6.25
15,WB,5,19,20,0,4.125
15,WB,5,19,20,2,1.625
15,WB,5,19,20,6,5.5
15,WB,5,19,21,0,2.875
15,WB,5,19,21,2,1.0
15,WB,5,19,21,6,5.625
15,WB,5,19,22,0,2.625
15,WB,5,19,22,2,0.625
15,WB,5,19,22,6,6.5
15,WB,5,19,23,0,1.5
15,WB,5,19,23,2,0.25
15,WB,5,19,23,6,7.25
15,WB,5,20,0,0,4.625
15,WB,5,20,0,1,0.875
15,WB,5,20,0,3,0.0
15,WB,5,20,1,0,2.5
15,WB,5,20,1,1,0.0
15,WB,5,20,1,3,0.0
15,WB,5,20,2,0,2.25
15,WB,5,20,2,1,0.0
15,WB,5,20,3,0,1.5
15,WB,5,20,3,1,0.0
15,WB,5,20,3,4,0.0
15,WB,5,20,4,0,0.125
15,WB,5,20,4,1,0.0
15,WB,5,20,4,4,0.0
15,WB,5,20,5,0,0.0
15,WB,5,20,5,1,0.125
15,WB,5,20,5,4,0.0
15,WB,5,20,6,0,0.0
15,WB,5,20,6,1,1.0
15,WB,5,20,6,4,0.75
15,WB,5,20,7,0,0.375
15,WB,5,20,7,1,6.125
15,WB,5,20,7,4,2.875
15,WB,5,20,8,0,1.0
15,WB,5,20,8,1,9.375
15,WB,5,20,8,4,7.375
15,WB,5,20,9,0,2.875
15,WB,5,20,9,1,6.875
15,WB,5,20,9,4,6.375
15,WB,5,20,10,0,3.125
15,WB,5,20,10,1,5.0
15,WB,5,20,10,4,5.25
15,WB,5,20,11,0,5.25
15,WB,5,20,11,1,6.25
15,WB,5,20,11,4,5.375
15,WB,5,20,12,0,6.5
15,WB,5,20,12,1,7.375
15,WB,5,20,12,4,5.875
15,WB,5,20,13,0,9.5
15,WB,5,20,13,1,8.625
15,WB,5,20,13,4,7.375
15,WB,5,20,14,0,7.625
15,WB,5,20,14,1,8.0
15,WB,5,20,14,4,7.625
15,WB,5,20,15,0,7.0
15,WB,5,20,15,1,11.125
15,WB,5,20,15,4,8.25
15,WB,5,20,16,0,6.125
15,WB,5,20,16,1,12.625
15,WB,5,20,16,4,8.875
15,WB,5,20,17,0,6.125
15,WB,5,20,17,1,10.5
15,WB,5,20,17,4,9.375
15,WB,5,20,18,0,5.25
15,WB,5,20,18,1,10.125
15,WB,5,20,18,4,8.375
15,WB,5,20,19,0,4.75
15,WB,5,20,19,1,8.125
15,WB,5,20,19,4,6.625
15,WB,5,20,20,0,3.75
15,WB,5,20,20,1,4.625
15,WB,5,20,20,4,5.125
15,WB,5,20,21,0,3.0
15,WB,5,20,21,1,4.125
15,WB,5,20,21,4,5.0
15,WB,5,20,22,0,2.5
15,WB,5,20,22,1,2.25
15,WB,5,20,22,4,4.375
15,WB,5,20,23,0,1.25
15,WB,5,20,23,1,1.625
15,WB,5,20,23,4,2.875
15,WB,5,21,0,1,0.5
15,WB,5,21,0,2,0.625
15,WB,5,21,0,5,1.125
15,WB,5,21,1,1,0.0
15,WB,5,21,1,2,0.0
15,WB,5,21,1,5,0.6
15,WB,5,21,2,1,0.0
15,WB,5,21,2,2,0.0
15,WB,5,21,2,5,0.125
15,WB,5,21,3,1,0.0
15,WB,5,21,3,2,0.0
15,WB,5,21,3,5,0.0
15,WB,5,21,4,1,0.0
15,WB,5,21,4,2,0.0
15,WB,5,21,4,5,0.0
15,WB,5,21,5,1,0.0
15,WB,5,21,5,2,0.25
15,WB,5,21,5,5,0.0
15,WB,5,21,6,1,0.875
15,WB,5,21,6,2,1.375
15,WB,5,21,6,5,0.5
15,WB,5,21,7,1,6.0
15,WB,5,21,7,2,7.5
15,WB,5,21,7,5,2.75
15,WB,5,21,8,1,10.25
15,WB,5,21,8,2,9.625
15,WB,5,21,8,5,5.875
15,WB,5,21,9,1,8.25
15,WB,5,21,9,2,8.5
15,WB,5,21,9,5,5.75
15,WB,5,21,10,1,5.25
15,WB,5,21,10,2,6.625
15,WB,5,21,10,5,5.25
15,WB,5,21,11,1,6.5
15,WB,5,21,11,2,6.75
15,WB,5,21,11,5,6.125
15,WB,5,21,12,1,7.1
15,WB,5,21,12,2,7.25
15,WB,5,21,12,5,4.5
15,WB,5,21,13,1,8.125
15,WB,5,21,13,2,9.375
15,WB,5,21,13,5,7.75
15,WB,5,21,14,1,8.0
15,WB,5,21,14,2,8.75
15,WB,5,21,14,5,7.875
15,WB,5,21,15,1,10.2
15,WB,5,21,15,2,11.875
15,WB,5,21,15,5,9.25
15,WB,5,21,16,1,12.666666666666666
15,WB,5,21,16,2,14.166666666666666
15,WB,5,21,16,5,8.125
15,WB,5,21,17,1,11.625
15,WB,5,21,17,2,11.75
15,WB,5,21,17,5,8.5
15,WB,5,21,18,1,11.0
15,WB,5,21,18,2,12.875
15,WB,5,21,18,5,7.25
15,WB,5,21,19,1,8.125
15,WB,5,21,19,2,9.5
15,WB,5,21,19,5,7.125
15,WB,5,21,20,1,5.0
15,WB,5,21,20,2,6.75
15,WB,5,21,20,5,5.625
15,WB,5,21,21,1,4.0
15,WB,5,21,21,2,5.875
15,WB,5,21,21,5,5.25
15,WB,5,21,22,1,2.5
15,WB,5,21,22,2,4.125
15,WB,5,21,22,5,4.875
15,WB,5,21,23,1,1.0
15,WB,5,21,23,2,1.875
15,WB,5,21,23,5,3.625
15,WB,5,22,0,2,0.5
15,WB,5,22,0,3,1.0
15,WB,5,22,0,6,2.875
15,WB,5,22,1,2,0.0
15,WB,5,22,1,3,0.125
15,WB,5,22,1,6,2.25
15,WB,5,22,2,2,0.0
15,WB,5,22,2,5,0.0
15,WB,5,22,2,6,1.75
15,WB,5,22,3,2,0.0
15,WB,5,22,3,5,0.0
15,WB,5,22,3,6,0.8
15,WB,5,22,4,2,0.0
15,WB,5,22,4,5,0.0
15,WB,5,22,4,6,0.125
15,WB,5,22,5,2,0.125
15,WB,5,22,5,5,0.0
15,WB,5,22,5,6,0.0
15,WB,5,22,6,2,1.5
15,WB,5,22,6,5,0.125
15,WB,5,22,6,6,0.0
15,WB,5,22,7,2,7.0
15,WB,5,22,7,3,8.75
15,WB,5,22,7,5,1.25
15,WB,5,22,7,6,0.5
15,WB,5,22,8,2,10.25
15,WB,5,22,8,3,9.625
15,WB,5,22,8,5,2.0
15,WB,5,22,8,6,1.875
15,WB,5,22,9,2,7.375
15,WB,5,22,9,3,7.75
15,WB,5,22,9,5,2.625
15,WB,5,22,9,6,3.0
15,WB,5,22,10,2,5.75
15,WB,5,22,10,3,6.125
15,WB,5,22,10,5,2.75
15,WB,5,22,10,6,4.5
15,WB,5,22,11,2,7.0
15,WB,5,22,11,3,7.75
15,WB,5,22,11,5,3.5
15,WB,5,22,11,6,6.0
15,WB,5,22,12,2,7.875
15,WB,5,22,12,3,8.1
15,WB,5,22,12,5,4.125
15,WB,5,22,12,6,6.75
15,WB,5,22,13,2,9.625
15,WB,5,22,13,3,10.5
15,WB,5,22,13,5,4.25
15,WB,5,22,13,6,8.375
15,WB,5,22,14,2,8.75
15,WB,5,22,14,3,10.0
15,WB,5,22,14,5,4.875
15,WB,5,22,14,6,7.625
15,WB,5,22,15,2,10.5
15,WB,5,22,15,3,11.75
15,WB,5,22,15,5,5.125
15,WB,5,22,15,6,7.125
15,WB,5,22,16,2,13.375
15,WB,5,22,16,3,12.25
15,WB,5,22,16,5,5.0
15,WB,5,22,16,6,7.375
15,WB,5,22,17,2,11.75
15,WB,5,22,17,3,11.0
15,WB,5,22,17,5,4.75
15,WB,5,22,17,6,6.25
15,WB,5,22,18,2,11.875
15,WB,5,22,18,3,10.75
15,WB,5,22,18,5,4.0
15,WB,5,22,18,6,5.5
15,WB,5,22,19,2,8.25
15,WB,5,22,19,3,6.166666666666667
15,WB,5,22,19,5,3.25
15,WB,5,22,19,6,4.75
15,WB,5,22,20,2,5.5
15,WB,5,22,20,3,7.625
15,WB,5,22,20,5,2.375
15,WB,5,22,20,6,4.75
15,WB,5,22,21,2,4.875
15,WB,5,22,21,3,7.625
15,WB,5,22,21,5,1.5
15,WB,5,22,21,6,4.5
15,WB,5,22,22,2,3.25
15,WB,5,22,22,3,7.25
15,WB,5,22,22,5,1.125
15,WB,5,22,22,6,4.25
15,WB,5,22,23,2,2.125
15,WB,5,22,23,3,4.75
15,WB,5,22,23,5,0.875
15,WB,5,22,23,6,4.125
15,WB,5,23,0,0,3.125
15,WB,5,23,0,3,1.0
15,WB,5,23,0,4,1.25
15,WB,5,23,0,6,0.0
15,WB,5,23,1,0,2.25
15,WB,5,23,1,3,0.0
15,WB,5,23,1,4,0.5
15,WB,5,23,1,6,0.0
15,WB,5,23,2,0,2.125
15,WB,5,23,2,3,0.0
15,WB,5,23,2,4,0.0
15,WB,5,23,2,6,0.0
15,WB,5,23,3,0,1.5
15,WB,5,23,3,3,0.0
15,WB,5,23,3,4,0.0
15,WB,5,23,3,6,0.0
15,WB,5,23,4,0,0.125
15,WB,5,23,4,3,0.0
15,WB,5,23,4,4,0.0
15,WB,5,23,4,6,0.0
15,WB,5,23,5,0,0.0
15,WB,5,23,5,3,0.0
15,WB,5,23,5,4,0.125
15,WB,5,23,5,6,0.0
15,WB,5,23,6,0,0.0
15,WB,5,23,6,3,0.875
15,WB,5,23,6,4,1.125
15,WB,5,23,6,6,0.0
15,WB,5,23,7,0,0.375
15,WB,5,23,7,3,5.375
15,WB,5,23,7,4,5.625
15,WB,5,23,7,6,0.0
15,WB,5,23,8,0,0.875
15,WB,5,23,8,3,10.625
15,WB,5,23,8,4,9.75
15,WB,5,23,8,6,1.0
15,WB,5,23,9,0,1.875
15,WB,5,23,9,3,8.25
15,WB,5,23,9,4,8.625
15,WB,5,23,9,6,1.75
15,WB,5,23,10,0,2.375
15,WB,5,23,10,3,6.25
15,WB,5,23,10,4,6.375
