Volume,Occupancy,Month,Day,Hour,Day of Week
1620,9.0,11,3,7,5
341,28.5,11,3,8,5
834,26.6,11,3,9,5
1000,9.167,11,3,10,5
1517,7.875,11,3,11,5
1587,8.5,11,3,12,5
1712,9.25,11,3,13,5
1438,7.75,11,3,14,5
1505,8.25,11,3,15,5
1635,9.5,11,3,16,5
1127,40.5,11,3,17,5
1359,28.125,11,3,18,5
1307,14.833,11,3,19,5
1406,7.5,11,3,20,5
913,4.375,11,3,21,5
687,3.125,11,3,22,5
519,2.25,11,3,23,5
352,1.5,11,4,0,6
175,0.375,11,4,1,6
113,0.0,11,4,2,6
77,0.0,11,4,3,6
39,0.0,11,4,4,6
50,0.0,11,4,5,6
135,0.25,11,4,6,6
323,1.125,11,4,7,6
468,2.0,11,4,8,6
1062,5.375,11,4,9,6
1139,5.5,11,4,10,6
1351,7.0,11,4,11,6
1549,8.25,11,4,12,6
1646,8.5,11,4,13,6
1594,8.75,11,4,14,6
1545,8.25,11,4,15,6
1531,8.25,11,4,16,6
1522,7.875,11,4,17,6
1354,10.5,11,4,18,6
1336,10.75,11,4,19,6
1212,6.125,11,4,20,6
899,4.25,11,4,21,6
639,2.875,11,4,22,6
526,2.5,11,4,23,6
360,1.5,11,5,0,6
268,0.5,11,5,1,6
24,0.0,11,5,2,6
660,6.5,11,6,15,1
1526,8.25,11,6,16,1
1157,24.5,11,6,17,1
1151,37.125,11,6,18,1
1294,11.875,11,6,19,1
708,3.25,11,6,20,1
487,2.0,11,6,21,1
264,1.0,11,6,22,1
159,0.375,11,6,23,1
69,0.0,11,7,0,2
38,0.0,11,7,1,2
22,0.0,11,7,2,2
15,0.0,11,7,3,2
40,0.0,11,7,4,2
190,0.5,11,7,5,2
662,3.0,11,7,6,2
1150,11.0,11,7,7,2
391,28.25,11,7,8,2
1270,11.875,11,7,9,2
1642,8.5,11,7,10,2
1697,7.0,11,7,11,2
1319,6.5,11,7,12,2
1397,7.25,11,7,13,2
1212,6.25,11,7,14,2
1602,6.7,11,7,15,2
1592,9.125,11,7,16,2
1382,32.0,11,7,17,2
1253,34.625,11,7,18,2
1406,7.75,11,7,19,2
797,3.75,11,7,20,2
539,2.375,11,7,21,2
339,1.25,11,7,22,2
176,0.5,11,7,23,2
66,0.0,11,8,0,3
69,0.0,11,8,1,3
24,0.0,11,8,2,3
33,0.0,11,8,3,3
24,0.0,11,8,4,3
84,0.0,11,8,5,3
496,2.25,11,8,6,3
1277,8.125,11,8,7,3
848,18.875,11,8,8,3
577,28.875,11,8,9,3
1346,10.5,11,8,10,3
1427,7.625,11,8,11,3
1449,7.625,11,8,12,3
1377,7.25,11,8,13,3
1214,6.25,11,8,14,3
1246,6.25,11,8,15,3
1486,8.125,11,8,16,3
1349,23.0,11,8,17,3
784,43.375,11,8,18,3
1234,23.25,11,8,19,3
1031,5.375,11,8,20,3
596,2.875,11,8,21,3
384,1.5,11,8,22,3
210,0.625,11,8,23,3
127,0.125,11,9,0,4
64,0.0,11,9,1,4
31,0.0,11,9,2,4
18,0.0,11,9,3,4
25,0.0,11,9,4,4
108,0.125,11,9,5,4
426,1.625,11,9,6,4
1271,8.125,11,9,7,4
697,20.375,11,9,8,4
174,33.625,11,9,9,4
1512,14.375,11,9,10,4
1355,7.0,11,9,11,4
1461,7.625,11,9,12,4
1446,7.375,11,9,13,4
1412,7.25,11,9,14,4
1452,7.75,11,9,15,4
1568,8.375,11,9,16,4
1593,24.625,11,9,17,4
1600,27.75,11,9,18,4
1370,32.25,11,9,19,4
1160,4.6,11,9,20,4
586,2.625,11,9,21,4
510,2.375,11,9,22,4
311,1.375,11,9,23,4
177,0.375,11,10,0,5
80,0.0,11,10,1,5
45,0.0,11,10,2,5
45,0.0,11,10,3,5
43,0.0,11,10,4,5
139,0.125,11,10,5,5
477,1.75,11,10,6,5
1527,8.0,11,10,7,5
472,14.125,11,10,8,5
1228,11.75,11,10,9,5
1557,8.25,11,10,10,5
1524,8.25,11,10,11,5
1594,8.375,11,10,12,5
1401,7.375,11,10,13,5
1402,7.5,11,10,14,5
1577,8.375,11,10,15,5
1663,9.125,11,10,16,5
1539,33.25,11,10,17,5
1352,11.5,11,10,18,5
1515,23.125,11,10,19,5
1150,5.75,11,10,20,5
726,3.5,11,10,21,5
584,2.5,11,10,22,5
448,1.75,11,10,23,5
298,1.0,11,11,0,6
198,0.5,11,11,1,6
131,0.0,11,11,2,6
66,0.0,11,11,3,6
36,0.0,11,11,4,6
80,0.125,11,11,5,6
170,0.125,11,11,6,6
392,1.625,11,11,7,6
637,3.125,11,11,8,6
925,4.125,11,11,9,6
1171,5.5,11,11,10,6
1341,6.75,11,11,11,6
1531,8.875,11,11,12,6
1610,8.5,11,11,13,6
1529,8.125,11,11,14,6
1676,9.25,11,11,15,6
1618,8.5,11,11,16,6
1652,9.125,11,11,17,6
1604,9.25,11,11,18,6
1583,8.875,11,11,19,6
950,4.5,11,11,20,6
717,3.25,11,11,21,6
685,3.25,11,11,22,6
471,2.125,11,11,23,6
379,1.625,11,12,0,6
171,0.25,11,12,1,6
147,0.25,11,12,2,6
97,0.0,11,12,3,6
56,0.0,11,12,4,6
44,0.0,11,12,5,6
106,0.0,11,12,6,6
200,0.75,11,12,7,6
333,1.25,11,12,8,6
633,2.75,11,12,9,6
978,4.5,11,12,10,6
1455,7.5,11,12,11,6
1399,7.25,11,12,12,6
1655,18.375,11,12,13,6
1480,7.75,11,12,14,6
1320,6.625,11,12,15,6
1395,6.875,11,12,16,6
1247,6.625,11,12,17,6
1213,6.375,11,12,18,6
934,4.75,11,12,19,6
546,2.5,11,12,20,6
731,3.625,11,12,21,6
291,1.125,11,12,22,6
177,0.5,11,12,23,6
53,0.0,11,13,0,1
48,0.0,11,13,1,1
27,0.0,11,13,2,1
17,0.0,11,13,3,1
25,0.0,11,13,4,1
92,0.0,11,13,5,1
449,1.875,11,13,6,1
869,29.25,11,13,7,1
786,21.625,11,13,8,1
636,32.25,11,13,9,1
1681,12.875,11,13,10,1
1339,6.875,11,13,11,1
1401,7.5,11,13,12,1
1328,7.0,11,13,13,1
1229,6.25,11,13,14,1
1214,6.25,11,13,15,1
1434,7.375,11,13,16,1
1355,10.0,11,13,17,1
1203,33.25,11,13,18,1
1357,14.125,11,13,19,1
796,3.875,11,13,20,1
544,2.375,11,13,21,1
357,1.25,11,13,22,1
223,0.75,11,13,23,1
100,0.0,11,14,0,2
49,0.0,11,14,1,2
36,0.0,11,14,2,2
23,0.0,11,14,3,2
27,0.0,11,14,4,2
95,0.125,11,14,5,2
483,2.125,11,14,6,2
995,8.0,11,14,7,2
597,20.25,11,14,8,2
518,33.5,11,14,9,2
1712,18.0,11,14,10,2
1332,6.875,11,14,11,2
1493,7.875,11,14,12,2
1544,8.375,11,14,13,2
1275,6.375,11,14,14,2
1280,6.5,11,14,15,2
1567,8.625,11,14,16,2
1311,20.625,11,14,17,2
1131,34.5,11,14,18,2
1470,18.75,11,14,19,2
1018,5.125,11,14,20,2
598,2.75,11,14,21,2
416,1.875,11,14,22,2
219,0.75,11,14,23,2
129,0.125,11,15,0,3
50,0.0,11,15,1,3
28,0.0,11,15,2,3
26,0.0,11,15,3,3
27,0.0,11,15,4,3
94,0.0,11,15,5,3
488,2.0,11,15,6,3
1095,9.375,11,15,7,3
642,21.875,11,15,8,3
369,32.875,11,15,9,3
1781,13.125,11,15,10,3
1397,7.25,11,15,11,3
1515,8.125,11,15,12,3
1371,7.25,11,15,13,3
1273,6.625,11,15,14,3
1478,8.125,11,15,15,3
1518,8.125,11,15,16,3
1621,9.125,11,15,17,3
1337,32.125,11,15,18,3
1426,27.375,11,15,19,3
1124,5.5,11,15,20,3
595,2.625,11,15,21,3
417,1.75,11,15,22,3
291,1.0,11,15,23,3
122,0.125,11,16,0,4
70,0.0,11,16,1,4
44,0.0,11,16,2,4
35,0.0,11,16,3,4
32,0.0,11,16,4,4
100,0.25,11,16,5,4
438,1.75,11,16,6,4
1089,9.0,11,16,7,4
861,23.0,11,16,8,4
387,33.625,11,16,9,4
1321,16.875,11,16,10,4
1457,7.875,11,16,11,4
1541,21.0,11,16,12,4
1447,7.75,11,16,13,4
1782,12.1,11,16,14,4
1520,8.375,11,16,15,4
1609,9.125,11,16,16,4
1311,35.375,11,16,17,4
1111,38.875,11,16,18,4
1233,32.25,11,16,19,4
1024,5.125,11,16,20,4
687,3.375,11,16,21,4
406,1.625,11,16,22,4
260,0.875,11,16,23,4
140,0.0,11,17,0,5
76,0.0,11,17,1,5
56,0.0,11,17,2,5
35,0.0,11,17,3,5
30,0.0,11,17,4,5
156,0.375,11,17,5,5
529,2.25,11,17,6,5
1408,9.125,11,17,7,5
196,29.9,11,17,8,5
367,28.5,11,17,9,5
1082,11.125,11,17,10,5
1601,8.625,11,17,11,5
1749,9.875,11,17,12,5
1681,9.0,11,17,13,5
1616,9.0,11,17,14,5
1652,9.5,11,17,15,5
1620,9.25,11,17,16,5
1356,36.75,11,17,17,5
1180,31.5,11,17,18,5
1836,16.125,11,17,19,5
1285,6.75,11,17,20,5
820,3.875,11,17,21,5
635,2.75,11,17,22,5
423,1.875,11,17,23,5
307,1.125,11,18,0,6
227,0.75,11,18,1,6
100,0.125,11,18,2,6
70,0.0,11,18,3,6
44,0.0,11,18,4,6
68,0.0,11,18,5,6
195,0.5,11,18,6,6
440,2.0,11,18,7,6
718,3.625,11,18,8,6
1102,6.25,11,18,9,6
681,9.25,11,18,10,6
1487,24.0,11,18,11,6
1418,7.25,11,18,12,6
1346,11.0,11,18,13,6
1468,8.125,11,18,14,6
1456,8.125,11,18,15,6
1625,9.125,11,18,16,6
1442,7.625,11,18,17,6
1725,9.75,11,18,18,6
1790,10.375,11,18,19,6
1247,6.625,11,18,20,6
847,4.0,11,18,21,6
691,3.125,11,18,22,6
536,2.25,11,18,23,6
370,1.75,11,19,0,6
216,0.75,11,19,1,6
139,0.0,11,19,2,6
98,0.0,11,19,3,6
58,0.0,11,19,4,6
37,0.0,11,19,5,6
52,0.0,11,19,6,6
153,0.25,11,19,7,6
283,1.125,11,19,8,6
547,2.25,11,19,9,6
902,4.125,11,19,10,6
1287,10.75,11,19,11,6
1431,7.375,11,19,12,6
1456,16.0,11,19,13,6
1788,17.125,11,19,14,6
1457,7.625,11,19,15,6
1468,7.5,11,19,16,6
1202,6.0,11,19,17,6
1104,5.5,11,19,18,6
1104,5.5,11,19,19,6
592,2.75,11,19,20,6
500,2.125,11,19,21,6
342,1.25,11,19,22,6
201,0.5,11,19,23,6
97,0.125,11,20,0,1
63,0.0,11,20,1,1
29,0.0,11,20,2,1
14,0.0,11,20,3,1
20,0.0,11,20,4,1
84,0.0,11,20,5,1
399,1.5,11,20,6,1
1281,6.625,11,20,7,1
999,13.125,11,20,8,1
1230,11.125,11,20,9,1
1685,9.125,11,20,10,1
1316,6.875,11,20,11,1
1467,7.75,11,20,12,1
1500,8.125,11,20,13,1
1322,7.0,11,20,14,1
1396,7.5,11,20,15,1
1496,8.125,11,20,16,1
1407,7.5,11,20,17,1
1425,7.875,11,20,18,1
1564,8.875,11,20,19,1
931,4.5,11,20,20,1
466,2.125,11,20,21,1
378,1.625,11,20,22,1
225,0.75,11,20,23,1
117,0.0,11,21,0,2
52,0.0,11,21,1,2
27,0.0,11,21,2,2
28,0.0,11,21,3,2
29,0.0,11,21,4,2
86,0.0,11,21,5,2
410,1.75,11,21,6,2
1244,6.5,11,21,7,2
1226,10.875,11,21,8,2
1032,11.375,11,21,9,2
1606,8.375,11,21,10,2
1407,7.375,11,21,11,2
1521,8.125,11,21,12,2
1444,7.5,11,21,13,2
1447,7.625,11,21,14,2
1506,8.125,11,21,15,2
1429,7.625,11,21,16,2
1469,14.25,11,21,17,2
1072,24.75,11,21,18,2
1282,7.375,11,21,19,2
1009,5.125,11,21,20,2
518,2.125,11,21,21,2
406,1.5,11,21,22,2
247,0.875,11,21,23,2
143,0.375,11,22,0,3
64,0.0,11,22,1,3
34,0.0,11,22,2,3
34,0.0,11,22,3,3
24,0.0,11,22,4,3
63,0.0,11,22,5,3
398,1.625,11,22,6,3
965,4.625,11,22,7,3
1467,7.375,11,22,8,3
1489,7.625,11,22,9,3
1309,6.625,11,22,10,3
1228,6.25,11,22,11,3
1519,7.875,11,22,12,3
1745,9.875,11,22,13,3
1582,8.875,11,22,14,3
1620,8.875,11,22,15,3
1412,7.375,11,22,16,3
1207,6.0,11,22,17,3
940,4.375,11,22,18,3
775,3.5,11,22,19,3
728,3.375,11,22,20,3
615,2.75,11,22,21,3
449,1.875,11,22,22,3
329,1.375,11,22,23,3
172,0.375,11,23,0,4
117,0.0,11,23,1,4
59,0.0,11,23,2,4
43,0.0,11,23,3,4
38,0.0,11,23,4,4
26,0.0,11,23,5,4
57,0.0,11,23,6,4
136,0.125,11,23,7,4
66,0.125,11,23,8,4
18,0.0,11,23,9,4
548,6.25,11,23,10,4
552,9.0,11,23,11,4
27,0.0,11,23,12,4
408,1.75,11,23,13,4
526,2.25,11,23,14,4
451,1.625,11,23,15,4
537,2.375,11,23,16,4
441,1.625,11,23,17,4
490,2.125,11,23,18,4
451,1.75,11,23,19,4
408,1.625,11,23,20,4
364,1.25,11,23,21,4
349,1.25,11,23,22,4
275,1.125,11,23,23,4
138,0.125,11,24,0,5
99,0.0,11,24,1,5
56,0.0,11,24,2,5
22,0.0,11,24,3,5
11,0.0,11,24,4,5
40,0.0,11,24,5,5
75,0.0,11,24,6,5
206,0.5,11,24,7,5
360,1.375,11,24,8,5
525,2.375,11,24,9,5
706,3.125,11,24,10,5
842,4.0,11,24,11,5
1085,5.25,11,24,12,5
1167,5.875,11,24,13,5
1197,6.0,11,24,14,5
1252,6.375,11,24,15,5
1290,6.625,11,24,16,5
1257,6.5,11,24,17,5
1335,7.0,11,24,18,5
1124,5.75,11,24,19,5
792,3.625,11,24,20,5
634,3.0,11,24,21,5
524,2.25,11,24,22,5
362,1.5,11,24,23,5
299,1.125,11,25,0,6
208,0.5,11,25,1,6
127,0.125,11,25,2,6
89,0.0,11,25,3,6
29,0.0,11,25,4,6
38,0.0,11,25,5,6
109,0.125,11,25,6,6
227,0.375,11,25,7,6
270,0.875,11,25,8,6
539,2.25,11,25,9,6
813,3.625,11,25,10,6
1117,5.625,11,25,11,6
1214,6.125,11,25,12,6
1339,7.0,11,25,13,6
1368,7.375,11,25,14,6
1413,7.375,11,25,15,6
1191,6.0,11,25,16,6
1217,6.125,11,25,17,6
1372,7.25,11,25,18,6
1420,7.625,11,25,19,6
935,4.625,11,25,20,6
742,3.375,11,25,21,6
527,2.375,11,25,22,6
428,1.625,11,25,23,6
258,0.875,11,26,0,6
164,0.125,11,26,1,6
120,0.0,11,26,2,6
88,0.0,11,26,3,6
57,0.0,11,26,4,6
45,0.0,11,26,5,6
61,0.0,11,26,6,6
156,0.125,11,26,7,6
252,0.75,11,26,8,6
500,2.0,11,26,9,6
785,3.75,11,26,10,6
1062,5.0,11,26,11,6
1166,5.625,11,26,12,6
1383,7.5,11,26,13,6
1306,6.625,11,26,14,6
1189,5.75,11,26,15,6
1176,6.125,11,26,16,6
1031,5.125,11,26,17,6
1074,5.625,11,26,18,6
827,3.875,11,26,19,6
551,2.25,11,26,20,6
407,1.625,11,26,21,6
252,1.0,11,26,22,6
137,0.125,11,26,23,6
62,0.0,11,27,0,1
43,0.0,11,27,1,1
23,0.0,11,27,2,1
17,0.0,11,27,3,1
25,0.0,11,27,4,1
174,0.375,11,27,5,1
570,2.5,11,27,6,1
1429,9.75,11,27,7,1
609,25.0,11,27,8,1
1224,25.125,11,27,9,1
1394,7.25,11,27,10,1
1130,5.625,11,27,11,1
1251,6.375,11,27,12,1
1247,6.125,11,27,13,1
1117,5.5,11,27,14,1
1212,6.25,11,27,15,1
1410,7.5,11,27,16,1
2112,10.333,11,27,17,1
3014,12.625,11,27,18,1
2516,6.75,11,27,19,1
1366,2.875,11,27,20,1
924,1.875,11,27,21,1
580,1.0,11,27,22,1
350,0.25,11,27,23,1
156,0.0,11,28,0,2
98,0.0,11,28,1,2
46,0.0,11,28,2,2
26,0.0,11,28,3,2
56,0.0,11,28,4,2
338,0.5,11,28,5,2
1212,2.75,11,28,6,2
1992,10.0,11,28,7,2
810,26.25,11,28,8,2
1242,33.875,11,28,9,2
1523,8.0,11,28,10,2
1283,6.5,11,28,11,2
1436,8.125,11,28,12,2
1347,6.75,11,28,13,2
1205,5.875,11,28,14,2
1315,6.75,11,28,15,2
637,27.25,11,28,16,2
