Volume,Occupancy,Month,Day,Hour,Day of Week
1252,9.333,8,18,12,5
2030,8.7,8,18,13,5
1474,7.625,8,18,14,5
1472,7.625,8,18,15,5
1482,7.5,8,18,16,5
1650,8.5,8,18,17,5
1367,8.75,8,18,18,5
1489,7.625,8,18,19,5
1214,5.875,8,18,20,5
922,4.375,8,18,21,5
579,2.625,8,18,22,5
376,1.75,8,18,23,5
246,0.75,8,19,0,6
154,0.375,8,19,1,6
129,0.0,8,19,2,6
88,0.0,8,19,3,6
48,0.0,8,19,4,6
53,0.0,8,19,5,6
170,0.375,8,19,6,6
317,1.125,8,19,7,6
550,2.5,8,19,8,6
893,3.875,8,19,9,6
1102,5.25,8,19,10,6
1063,5.125,8,19,11,6
1164,5.875,8,19,12,6
1136,5.75,8,19,13,6
1097,5.375,8,19,14,6
1195,6.125,8,19,15,6
1062,5.25,8,19,16,6
1151,5.5,8,19,17,6
1392,7.125,8,19,18,6
1449,7.75,8,19,19,6
1189,6.125,8,19,20,6
901,4.75,8,19,21,6
516,2.25,8,19,22,6
377,1.5,8,19,23,6
301,1.125,8,20,0,6
190,0.625,8,20,1,6
186,0.3,8,20,2,6
104,0.0,8,20,3,6
42,0.0,8,20,4,6
32,0.0,8,20,5,6
91,0.0,8,20,6,6
210,0.625,8,20,7,6
306,1.0,8,20,8,6
509,2.0,8,20,9,6
869,4.0,8,20,10,6
1141,5.625,8,20,11,6
1171,5.75,8,20,12,6
1381,7.625,8,20,13,6
1130,5.5,8,20,14,6
994,4.625,8,20,15,6
920,4.25,8,20,16,6
1027,5.0,8,20,17,6
1083,5.25,8,20,18,6
1060,5.0,8,20,19,6
665,3.0,8,20,20,6
537,2.25,8,20,21,6
323,1.5,8,20,22,6
167,0.375,8,20,23,6
112,0.125,8,21,0,1
49,0.0,8,21,1,1
25,0.0,8,21,2,1
22,0.0,8,21,3,1
29,0.0,8,21,4,1
105,0.125,8,21,5,1
434,1.875,8,21,6,1
1502,8.125,8,21,7,1
983,16.75,8,21,8,1
979,28.875,8,21,9,1
1218,5.75,8,21,10,1
962,4.75,8,21,11,1
1056,5.125,8,21,12,1
1032,5.0,8,21,13,1
988,4.625,8,21,14,1
955,4.375,8,21,15,1
1045,5.0,8,21,16,1
1385,18.0,8,21,17,1
1314,6.625,8,21,18,1
1018,4.5,8,21,19,1
655,2.75,8,21,20,1
479,2.0,8,21,21,1
321,1.125,8,21,22,1
217,0.5,8,21,23,1
94,0.0,8,22,0,2
53,0.0,8,22,1,2
22,0.0,8,22,2,2
21,0.0,8,22,3,2
41,0.0,8,22,4,2
146,0.375,8,22,5,2
552,2.5,8,22,6,2
1372,6.75,8,22,7,2
1536,12.125,8,22,8,2
1378,24.0,8,22,9,2
1297,6.5,8,22,10,2
1108,5.5,8,22,11,2
1071,5.125,8,22,12,2
1076,5.25,8,22,13,2
1238,4.7,8,22,14,2
1002,4.75,8,22,15,2
1040,4.875,8,22,16,2
1384,19.75,8,22,17,2
1291,21.5,8,22,18,2
1512,5.8,8,22,19,2
750,3.0,8,22,20,2
462,1.875,8,22,21,2
360,1.5,8,22,22,2
228,0.75,8,22,23,2
102,0.0,8,23,0,3
69,0.0,8,23,1,3
39,0.0,8,23,2,3
23,0.0,8,23,3,3
37,0.0,8,23,4,3
168,0.375,8,23,5,3
560,2.375,8,23,6,3
1412,7.125,8,23,7,3
1358,16.375,8,23,8,3
1639,22.375,8,23,9,3
1433,7.375,8,23,10,3
1171,5.625,8,23,11,3
1118,5.375,8,23,12,3
1188,5.875,8,23,13,3
1020,4.75,8,23,14,3
1130,5.5,8,23,15,3
1136,5.5,8,23,16,3
1076,31.625,8,23,17,3
932,37.75,8,23,18,3
1293,13.125,8,23,19,3
732,3.25,8,23,20,3
446,1.875,8,23,21,3
295,1.125,8,23,22,3
206,0.5,8,23,23,3
104,0.125,8,24,0,4
49,0.0,8,24,1,4
35,0.0,8,24,2,4
26,0.0,8,24,3,4
38,0.0,8,24,4,4
171,0.375,8,24,5,4
550,2.25,8,24,6,4
1417,7.25,8,24,7,4
1296,14.125,8,24,8,4
1767,9.625,8,24,9,4
1402,6.875,8,24,10,4
1196,6.0,8,24,11,4
1222,6.125,8,24,12,4
1244,6.625,8,24,13,4
1043,5.0,8,24,14,4
1107,5.5,8,24,15,4
1222,5.875,8,24,16,4
1231,26.625,8,24,17,4
1162,20.125,8,24,18,4
1315,7.375,8,24,19,4
820,3.625,8,24,20,4
486,2.0,8,24,21,4
377,1.375,8,24,22,4
236,0.5,8,24,23,4
160,0.375,8,25,0,5
75,0.0,8,25,1,5
49,0.0,8,25,2,5
41,0.0,8,25,3,5
36,0.0,8,25,4,5
143,0.25,8,25,5,5
509,2.125,8,25,6,5
1358,6.75,8,25,7,5
1326,12.625,8,25,8,5
1092,17.875,8,25,9,5
1322,12.0,8,25,10,5
1149,5.375,8,25,11,5
1291,6.25,8,25,12,5
1284,6.25,8,25,13,5
1190,6.125,8,25,14,5
1119,6.75,8,25,15,5
1126,5.5,8,25,16,5
1168,26.5,8,25,17,5
1181,5.625,8,25,18,5
1031,4.75,8,25,19,5
854,4.0,8,25,20,5
603,2.625,8,25,21,5
434,1.75,8,25,22,5
352,1.375,8,25,23,5
214,0.75,8,26,0,6
135,0.0,8,26,1,6
94,0.0,8,26,2,6
61,0.0,8,26,3,6
37,0.0,8,26,4,6
53,0.0,8,26,5,6
98,0.0,8,26,6,6
178,0.625,8,26,7,6
257,1.375,8,26,8,6
378,1.75,8,26,9,6
609,2.75,8,26,10,6
618,2.5,8,26,11,6
721,3.25,8,26,12,6
780,3.625,8,26,13,6
740,4.625,8,26,14,6
659,3.875,8,26,15,6
681,2.875,8,26,16,6
645,3.125,8,26,17,6
806,4.25,8,26,18,6
748,3.5,8,26,19,6
547,3.125,8,26,20,6
318,1.5,8,26,21,6
252,1.0,8,26,22,6
170,0.375,8,26,23,6
194,1.0,8,27,0,6
197,0.75,8,27,1,6
40,0.0,8,27,2,6
46,0.0,8,27,3,6
32,0.0,8,27,4,6
32,0.0,8,27,5,6
33,0.0,8,27,6,6
99,0.0,8,27,7,6
134,0.125,8,27,8,6
230,0.75,8,27,9,6
406,1.5,8,27,10,6
542,2.375,8,27,11,6
614,2.75,8,27,12,6
651,2.875,8,27,13,6
638,2.75,8,27,14,6
619,2.75,8,27,15,6
611,2.625,8,27,16,6
601,2.625,8,27,17,6
603,2.875,8,27,18,6
541,2.375,8,27,19,6
367,1.625,8,27,20,6
230,0.75,8,27,21,6
217,0.625,8,27,22,6
171,0.25,8,27,23,6
82,0.0,8,28,0,1
53,0.0,8,28,1,1
23,0.0,8,28,2,1
19,0.0,8,28,3,1
24,0.0,8,28,4,1
83,0.0,8,28,5,1
278,1.0,8,28,6,1
867,4.25,8,28,7,1
1448,7.625,8,28,8,1
1593,8.5,8,28,9,1
1796,9.625,8,28,10,1
1360,6.75,8,28,11,1
996,4.625,8,28,12,1
1061,5.0,8,28,13,1
923,4.125,8,28,14,1
916,4.25,8,28,15,1
1034,5.0,8,28,16,1
1316,10.5,8,28,17,1
1250,6.375,8,28,18,1
1077,5.0,8,28,19,1
732,3.125,8,28,20,1
431,1.75,8,28,21,1
347,1.125,8,28,22,1
187,0.5,8,28,23,1
88,0.0,8,29,0,2
51,0.0,8,29,1,2
28,0.0,8,29,2,2
25,0.0,8,29,3,2
31,0.0,8,29,4,2
97,0.0,8,29,5,2
429,1.625,8,29,6,2
1159,5.625,8,29,7,2
1686,9.5,8,29,8,2
1334,19.25,8,29,9,2
1591,10.875,8,29,10,2
1188,6.0,8,29,11,2
1219,5.75,8,29,12,2
1138,5.75,8,29,13,2
968,4.375,8,29,14,2
1056,5.125,8,29,15,2
1084,5.25,8,29,16,2
1335,7.25,8,29,17,2
1256,12.875,8,29,18,2
1197,6.125,8,29,19,2
915,4.125,8,29,20,2
497,2.125,8,29,21,2
363,1.5,8,29,22,2
265,0.75,8,29,23,2
149,0.125,8,30,0,3
74,0.0,8,30,1,3
34,0.0,8,30,2,3
27,0.0,8,30,3,3
35,0.0,8,30,4,3
99,0.125,8,30,5,3
440,2.0,8,30,6,3
1248,6.375,8,30,7,3
1457,9.375,8,30,8,3
1340,15.375,8,30,9,3
1530,7.75,8,30,10,3
1216,5.625,8,30,11,3
1259,6.375,8,30,12,3
1274,6.5,8,30,13,3
1168,6.0,8,30,14,3
1092,5.25,8,30,15,3
1167,5.625,8,30,16,3
1398,9.375,8,30,17,3
1321,13.75,8,30,18,3
1216,6.25,8,30,19,3
987,5.0,8,30,20,3
438,1.875,8,30,21,3
300,0.875,8,30,22,3
209,0.375,8,30,23,3
98,0.125,8,31,0,4
57,0.0,8,31,1,4
36,0.0,8,31,2,4
19,0.0,8,31,3,4
33,0.0,8,31,4,4
102,0.0,8,31,5,4
472,2.0,8,31,6,4
1218,6.0,8,31,7,4
1437,9.625,8,31,8,4
1397,17.625,8,31,9,4
1517,8.125,8,31,10,4
1242,6.125,8,31,11,4
1314,6.5,8,31,12,4
1260,6.375,8,31,13,4
1209,6.25,8,31,14,4
1150,5.625,8,31,15,4
1216,6.125,8,31,16,4
1165,9.5,8,31,17,4
1199,6.25,8,31,18,4
1434,7.625,8,31,19,4
1111,5.25,8,31,20,4
425,1.625,8,31,21,4
308,1.0,8,31,22,4
194,0.625,8,31,23,4
138,0.25,9,1,0,5
66,0.0,9,1,1,5
40,0.0,9,1,2,5
33,0.0,9,1,3,5
27,0.0,9,1,4,5
57,0.0,9,1,5,5
389,1.5,9,1,6,5
1106,5.5,9,1,7,5
1607,9.0,9,1,8,5
1638,14.0,9,1,9,5
1415,7.0,9,1,10,5
1133,5.5,9,1,11,5
1257,6.5,9,1,12,5
1243,6.125,9,1,13,5
1264,6.375,9,1,14,5
1231,6.0,9,1,15,5
1200,6.0,9,1,16,5
1370,7.875,9,1,17,5
1324,6.875,9,1,18,5
1296,6.625,9,1,19,5
1094,5.125,9,1,20,5
802,3.75,9,1,21,5
583,2.625,9,1,22,5
532,2.125,9,1,23,5
354,1.375,9,2,0,6
195,0.25,9,2,1,6
122,0.125,9,2,2,6
97,0.0,9,2,3,6
56,0.0,9,2,4,6
48,0.0,9,2,5,6
175,0.375,9,2,6,6
311,1.0,9,2,7,6
382,1.625,9,2,8,6
769,3.375,9,2,9,6
1028,5.0,9,2,10,6
1052,5.0,9,2,11,6
1074,5.0,9,2,12,6
1089,5.25,9,2,13,6
1082,5.25,9,2,14,6
1006,4.75,9,2,15,6
1251,6.125,9,2,16,6
1225,6.125,9,2,17,6
1163,5.5,9,2,18,6
1251,6.25,9,2,19,6
1159,5.75,9,2,20,6
750,3.5,9,2,21,6
657,3.0,9,2,22,6
545,2.25,9,2,23,6
342,1.25,9,3,0,6
206,0.5,9,3,1,6
169,0.1,9,3,2,6
96,0.125,9,3,3,6
44,0.0,9,3,4,6
35,0.0,9,3,5,6
70,0.0,9,3,6,6
172,0.25,9,3,7,6
281,1.0,9,3,8,6
546,2.25,9,3,9,6
911,4.125,9,3,10,6
1086,5.125,9,3,11,6
1192,6.125,9,3,12,6
1298,7.125,9,3,13,6
1134,5.25,9,3,14,6
1159,5.5,9,3,15,6
1071,4.875,9,3,16,6
1069,5.125,9,3,17,6
1173,5.5,9,3,18,6
1231,6.125,9,3,19,6
841,3.75,9,3,20,6
718,3.375,9,3,21,6
481,1.875,9,3,22,6
361,1.375,9,3,23,6
211,0.625,9,4,0,1
140,0.25,9,4,1,1
86,0.0,9,4,2,1
50,0.0,9,4,3,1
29,0.0,9,4,4,1
39,0.0,9,4,5,1
99,0.125,9,4,6,1
254,0.75,9,4,7,1
395,1.5,9,4,8,1
580,2.25,9,4,9,1
718,3.25,9,4,10,1
919,4.375,9,4,11,1
1063,5.0,9,4,12,1
970,4.5,9,4,13,1
1014,4.875,9,4,14,1
945,4.375,9,4,15,1
967,4.25,9,4,16,1
878,4.125,9,4,17,1
858,3.875,9,4,18,1
962,4.5,9,4,19,1
649,2.875,9,4,20,1
426,1.625,9,4,21,1
250,0.875,9,4,22,1
173,0.625,9,4,23,1
93,0.0,9,5,0,2
33,0.0,9,5,1,2
18,0.0,9,5,2,2
15,0.0,9,5,3,2
30,0.0,9,5,4,2
167,0.375,9,5,5,2
586,2.625,9,5,6,2
1335,7.0,9,5,7,2
1559,14.5,9,5,8,2
1373,18.5,9,5,9,2
1348,6.625,9,5,10,2
1121,5.375,9,5,11,2
1049,5.125,9,5,12,2
1102,5.25,9,5,13,2
993,4.625,9,5,14,2
985,4.625,9,5,15,2
1063,5.125,9,5,16,2
1308,7.875,9,5,17,2
1293,6.5,9,5,18,2
1097,5.125,9,5,19,2
678,3.0,9,5,20,2
287,1.0,9,5,21,2
163,0.375,9,5,22,2
123,0.125,9,5,23,2
56,0.0,9,6,0,3
32,0.0,9,6,1,3
15,0.0,9,6,2,3
14,0.0,9,6,3,3
28,0.0,9,6,4,3
170,0.375,9,6,5,3
587,2.625,9,6,6,3
1391,7.0,9,6,7,3
1547,11.375,9,6,8,3
1575,10.375,9,6,9,3
1461,7.5,9,6,10,3
1058,5.125,9,6,11,3
1110,5.375,9,6,12,3
1212,5.875,9,6,13,3
1033,4.875,9,6,14,3
1041,4.75,9,6,15,3
1164,5.75,9,6,16,3
1389,11.75,9,6,17,3
1137,6.5,9,6,18,3
1166,5.625,9,6,19,3
773,3.5,9,6,20,3
564,2.75,9,6,21,3
242,0.5,9,6,22,3
158,0.5,9,6,23,3
89,0.0,9,7,0,4
41,0.0,9,7,1,4
26,0.0,9,7,2,4
27,0.0,9,7,3,4
31,0.0,9,7,4,4
166,0.375,9,7,5,4
545,2.375,9,7,6,4
1408,7.125,9,7,7,4
1500,13.125,9,7,8,4
1517,12.875,9,7,9,4
1535,8.375,9,7,10,4
1222,6.125,9,7,11,4
1222,5.75,9,7,12,4
1249,6.25,9,7,13,4
1082,5.0,9,7,14,4
1068,5.125,9,7,15,4
1168,5.75,9,7,16,4
1288,13.125,9,7,17,4
1252,8.875,9,7,18,4
1331,6.75,9,7,19,4
885,4.25,9,7,20,4
373,1.5,9,7,21,4
276,0.875,9,7,22,4
174,0.375,9,7,23,4
105,0.125,9,8,0,5
33,0.0,9,8,1,5
23,0.0,9,8,2,5
23,0.0,9,8,3,5
31,0.0,9,8,4,5
134,0.25,9,8,5,5
515,2.125,9,8,6,5
1367,6.875,9,8,7,5
1704,9.25,9,8,8,5
1063,10.333,9,8,9,5
1520,7.625,9,8,10,5
1226,6.125,9,8,11,5
1201,6.0,9,8,12,5
1281,6.25,9,8,13,5
1204,5.875,9,8,14,5
1207,6.0,9,8,15,5
1272,6.25,9,8,16,5
1150,13.5,9,8,17,5
1209,20.25,9,8,18,5
1483,12.0,9,8,19,5
1235,6.5,9,8,20,5
859,4.125,9,8,21,5
592,2.5,9,8,22,5
431,1.875,9,8,23,5
311,1.0,9,9,0,6
177,0.5,9,9,1,6
132,0.125,9,9,2,6
111,0.125,9,9,3,6
46,0.0,9,9,4,6
59,0.0,9,9,5,6
165,0.25,9,9,6,6
281,0.875,9,9,7,6
416,1.5,9,9,8,6
756,3.375,9,9,9,6
917,4.0,9,9,10,6
1060,5.0,9,9,11,6
1241,6.0,9,9,12,6
1218,5.875,9,9,13,6
1186,5.875,9,9,14,6
1178,5.5,9,9,15,6
1013,4.75,9,9,16,6
1068,5.125,9,9,17,6
1343,6.75,9,9,18,6
1454,7.5,9,9,19,6
1233,6.375,9,9,20,6
656,3.0,9,9,21,6
551,2.5,9,9,22,6
414,1.625,9,9,23,6
309,1.0,9,10,0,6
175,0.25,9,10,1,6
122,0.0,9,10,2,6
108,0.0,9,10,3,6
41,0.0,9,10,4,6
48,0.0,9,10,5,6
56,0.0,9,10,6,6
188,0.625,9,10,7,6
326,1.125,9,10,8,6
471,1.875,9,10,9,6
734,3.125,9,10,10,6
1166,5.625,9,10,11,6
1150,6.125,9,10,12,6
1371,13.0,9,10,13,6
1115,5.25,9,10,14,6
971,4.625,9,10,15,6
1089,5.25,9,10,16,6
972,4.375,9,10,17,6
965,4.375,9,10,18,6
923,4.25,9,10,19,6
697,3.125,9,10,20,6
524,2.375,9,10,21,6
255,0.875,9,10,22,6
212,0.75,9,10,23,6
111,0.125,9,11,0,1
50,0.0,9,11,1,1
22,0.0,9,11,2,1
28,0.0,9,11,3,1
27,0.0,9,11,4,1
76,0.0,9,11,5,1
419,1.625,9,11,6,1
1281,6.5,9,11,7,1
1227,11.375,9,11,8,1
1155,22.875,9,11,9,1
1496,8.875,9,11,10,1
1074,5.25,9,11,11,1
1073,5.375,9,11,12,1
1089,5.125,9,11,13,1
995,4.875,9,11,14,1
1045,5.0,9,11,15,1
1061,5.25,9,11,16,1
1333,8.5,9,11,17,1
1197,6.0,9,11,18,1
1063,5.125,9,11,19,1
727,3.125,9,11,20,1
478,1.875,9,11,21,1
337,1.0,9,11,22,1
190,0.375,9,11,23,1
90,0.0,9,12,0,2
44,0.0,9,12,1,2
15,0.0,9,12,2,2
20,0.0,9,12,3,2
17,0.0,9,12,4,2
105,0.125,9,12,5,2
454,1.875,9,12,6,2
1268,6.25,9,12,7,2
1433,9.5,9,12,8,2
1574,17.0,9,12,9,2
1769,7.4,9,12,10,2
1129,5.5,9,12,11,2
1123,5.375,9,12,12,2
1085,5.125,9,12,13,2
986,4.375,9,12,14,2
1073,5.0,9,12,15,2
1143,5.75,9,12,16,2
1332,20.375,9,12,17,2
1200,23.375,9,12,18,2
1162,16.625,9,12,19,2
858,4.0,9,12,20,2
371,1.5,9,12,21,2
246,0.625,9,12,22,2
189,0.375,9,12,23,2
72,0.0,9,13,0,3
50,0.0,9,13,1,3
22,0.0,9,13,2,3
18,0.0,9,13,3,3
34,0.0,9,13,4,3
190,0.5,9,13,5,3
599,2.75,9,13,6,3
1405,7.125,9,13,7,3
1503,9.625,9,13,8,3
1804,10.875,9,13,9,3
1461,7.625,9,13,10,3
1182,5.875,9,13,11,3
1169,5.875,9,13,12,3
1180,6.0,9,13,13,3
1044,5.0,9,13,14,3
1081,5.25,9,13,15,3
1173,5.875,9,13,16,3
1371,9.625,9,13,17,3
1159,9.875,9,13,18,3
1225,5.875,9,13,19,3
752,3.25,9,13,20,3
446,1.625,9,13,21,3
334,1.25,9,13,22,3
166,0.25,9,13,23,3
104,0.125,9,14,0,4
58,0.0,9,14,1,4
32,0.0,9,14,2,4
23,0.0,9,14,3,4
28,0.0,9,14,4,4
188,0.375,9,14,5,4
567,2.625,9,14,6,4
1438,7.25,9,14,7,4
1231,9.375,9,14,8,4
2372,10.0,9,14,9,4
1366,6.625,9,14,10,4
1214,5.875,9,14,11,4
1173,5.625,9,14,12,4
1095,5.25,9,14,13,4
1099,5.5,9,14,14,4
1060,5.0,9,14,15,4
1192,6.25,9,14,16,4
1241,25.75,9,14,17,4
1175,23.0,9,14,18,4
1366,7.0,9,14,19,4
1018,5.0,9,14,20,4
429,1.75,9,14,21,4
357,1.5,9,14,22,4
221,0.875,9,14,23,4
118,0.0,9,15,0,5
68,0.0,9,15,1,5
42,0.0,9,15,2,5
38,0.0,9,15,3,5
34,0.0,9,15,4,5
151,0.25,9,15,5,5
523,2.125,9,15,6,5
1356,6.875,9,15,7,5
1237,10.375,9,15,8,5
1759,10.0,9,15,9,5
1408,7.25,9,15,10,5
1176,5.875,9,15,11,5
1283,6.5,9,15,12,5
1266,6.125,9,15,13,5
1199,6.0,9,15,14,5
1129,5.375,9,15,15,5
1239,6.125,9,15,16,5
1395,7.5,9,15,17,5
1439,7.625,9,15,18,5
1540,8.0,9,15,19,5
1159,6.0,9,15,20,5
776,3.5,9,15,21,5
555,2.375,9,15,22,5
365,1.5,9,15,23,5
282,0.875,9,16,0,6
159,0.25,9,16,1,6
119,0.0,9,16,2,6
69,0.0,9,16,3,6
27,0.0,9,16,4,6
84,0.0,9,16,5,6
183,0.375,9,16,6,6
297,1.0,9,16,7,6
368,1.5,9,16,8,6
420,4.0,9,16,9,6
1564,7.875,9,18,10,1
1132,5.625,9,18,11,1
1186,6.25,9,18,12,1
1268,6.625,9,18,13,1
1440,5.8,9,18,14,1
872,5.667,9,18,15,1
1464,8.0,9,18,16,1
1384,9.0,9,18,17,1
1545,8.0,9,18,18,1
1258,6.375,9,18,19,1
856,4.125,9,18,20,1
444,1.75,9,18,21,1
274,1.0,9,18,22,1
166,0.375,9,18,23,1
79,0.0,9,19,0,2
30,0.0,9,19,1,2
33,0.0,9,19,2,2
12,0.0,9,19,3,2
27,0.0,9,19,4,2
182,0.5,9,19,5,2
614,3.0,9,19,6,2
1537,8.25,9,19,7,2
1041,11.75,9,19,8,2
1114,12.875,9,19,9,2
1593,8.5,9,19,10,2
1327,7.0,9,19,11,2
1364,7.0,9,19,12,2
1312,6.75,9,19,13,2
1201,6.25,9,19,14,2
1204,6.375,9,19,15,2
1510,7.875,9,19,16,2
1423,10.375,9,19,17,2
906,9.5,9,19,18,2
1644,9.625,9,19,19,2
1240,7.125,9,19,20,2
439,1.875,9,19,21,2
339,1.25,9,19,22,2
231,0.875,9,19,23,2
100,0.0,9,20,0,3
51,0.0,9,20,1,3
25,0.0,9,20,2,3
24,0.0,9,20,3,3
28,0.0,9,20,4,3
198,0.625,9,20,5,3
623,2.625,9,20,6,3
1589,10.625,9,20,7,3
599,12.375,9,20,8,3
613,17.375,9,20,9,3
1622,8.625,9,20,10,3
1353,7.0,9,20,11,3
1359,7.0,9,20,12,3
1359,7.0,9,20,13,3
1198,6.25,9,20,14,3
1282,6.625,9,20,15,3
1321,8.25,9,20,16,3
1401,17.375,9,20,17,3
1387,28.75,9,20,18,3
1610,13.125,9,20,19,3
979,5.0,9,20,20,3
399,1.625,9,20,21,3
301,1.25,9,20,22,3
167,0.375,9,20,23,3
78,0.0,9,21,0,4
40,0.0,9,21,1,4
20,0.0,9,21,2,4
22,0.0,9,21,3,4
28,0.0,9,21,4,4
167,0.375,9,21,5,4
600,2.875,9,21,6,4
1596,8.75,9,21,7,4
626,13.625,9,21,8,4
1116,13.75,9,21,9,4
1660,8.75,9,21,10,4
1722,7.4,9,21,11,4
1437,7.625,9,21,12,4
1507,7.875,9,21,13,4
1307,6.75,9,21,14,4
1451,7.875,9,21,15,4
1403,7.375,9,21,16,4
1391,10.375,9,21,17,4
1569,13.625,9,21,18,4
1723,9.75,9,21,19,4
1105,5.625,9,21,20,4
421,1.625,9,21,21,4
371,1.5,9,21,22,4
251,0.875,9,21,23,4
133,0.125,9,22,0,5
69,0.0,9,22,1,5
53,0.0,9,22,2,5
44,0.0,9,22,3,5
34,0.0,9,22,4,5
47,0.0,9,22,5,5
416,1.875,9,22,6,5
1329,7.375,9,22,7,5
1407,11.125,9,22,8,5
1154,11.0,9,22,9,5
1561,10.0,9,22,10,5
1434,7.625,9,22,11,5
1501,8.125,9,22,12,5
1467,7.875,9,22,13,5
1511,8.375,9,22,14,5
1495,8.0,9,22,15,5
1596,8.625,9,22,16,5
1407,24.5,9,22,17,5
1548,21.5,9,22,18,5
1517,17.125,9,22,19,5
1418,7.5,9,22,20,5
908,4.5,9,22,21,5
732,3.5,9,22,22,5
586,2.875,9,22,23,5
319,1.125,9,23,0,6
216,0.75,9,23,1,6
144,0.0,9,23,2,6
106,0.0,9,23,3,6
59,0.0,9,23,4,6
57,0.0,9,23,5,6
184,0.375,9,23,6,6
402,1.625,9,23,7,6
626,2.875,9,23,8,6
1099,5.5,9,23,9,6
1163,5.75,9,23,10,6
1274,6.625,9,23,11,6
1550,8.25,9,23,12,6
1714,9.625,9,23,13,6
1678,9.5,9,23,14,6
1695,9.125,9,23,15,6
1500,7.625,9,23,16,6
1563,8.625,9,23,17,6
1394,11.0,9,23,18,6
1240,12.0,9,23,19,6
1471,8.0,9,23,20,6
957,4.75,9,23,21,6
751,3.625,9,23,22,6
699,3.125,9,23,23,6
439,2.0,9,24,0,6
253,0.875,9,24,1,6
194,0.375,9,24,2,6
