Month,Day,Hour,Day of Week,Occupancy
1,21,23,4,0.375
1,24,0,4,0.125
1,24,1,4,0.0
1,24,2,4,0.0
1,24,3,4,0.0
1,24,4,4,0.0
1,24,5,4,0.125
1,24,6,4,2.25
1,24,7,4,8.875
1,24,8,4,21.75
1,24,9,4,29.75
1,24,10,4,15.5
1,24,11,4,8.375
1,24,12,4,8.125
1,24,13,4,8.25
1,24,14,4,7.875
1,24,15,4,8.0
1,24,16,4,8.5
1,24,17,4,10.875
1,24,18,4,33.375
1,24,19,4,17.75
1,24,20,4,6.875
1,24,21,4,3.125
1,24,22,4,2.0
1,24,23,4,1.125
1,25,0,4,0.375
1,25,1,4,0.0
1,25,2,4,0.0
1,25,3,4,0.0
1,25,4,4,0.0
1,25,5,4,0.0
1,25,6,4,1.5
1,25,7,4,8.25
1,25,8,4,19.5
1,25,9,4,31.875
1,25,10,4,14.375
1,25,11,4,7.625
1,25,12,4,9.5
1,25,13,4,8.75
1,25,14,4,6.9
1,25,15,4,7.5
1,25,16,4,8.125
1,25,17,4,19.375
1,25,18,4,30.125
1,25,19,4,13.875
1,25,20,4,4.625
1,25,21,4,2.625
1,25,22,4,1.5
1,25,23,4,0.5
1,28,0,4,0.0
1,28,1,4,0.0
1,28,2,4,0.0
1,28,3,4,0.0
1,28,4,4,0.0
1,28,5,4,0.0
1,28,6,4,1.25
1,28,7,4,3.5
1,28,8,4,6.0
1,28,9,4,5.5
1,28,10,4,4.125
1,28,11,4,4.0
1,28,12,4,5.125
1,28,13,4,5.25
1,28,14,4,5.5
1,28,15,4,5.625
1,28,16,4,7.875
1,28,17,4,9.0
1,28,18,4,7.5
1,28,19,4,5.75
1,28,20,4,2.875
1,28,21,4,1.75
1,28,22,4,1.0
1,28,23,4,0.625
1,31,0,4,0.0
1,31,1,4,0.0
1,31,2,4,0.0
1,31,3,4,0.0
1,31,4,4,0.0
1,31,5,4,0.25
1,31,6,4,2.125
1,31,7,4,9.375
1,31,8,4,23.375
1,31,9,4,15.625
1,31,10,4,14.25
1,31,11,4,7.75
1,31,12,4,7.625
1,31,13,4,7.75
1,31,14,4,7.75
1,31,15,4,7.75
1,31,16,4,8.0
1,31,17,4,23.25
1,31,18,4,44.75
1,31,19,4,23.0
1,31,20,4,14.125
1,31,21,4,3.25
1,31,22,4,1.75
1,31,23,4,0.875
2,1,0,4,0.0
2,1,1,4,0.0
2,1,2,4,0.0
2,1,3,4,0.0
2,1,4,4,0.0
2,1,5,4,0.875
2,1,6,4,4.25
2,1,7,4,9.375
2,1,8,4,21.25
2,1,9,4,28.625
2,1,10,4,9.0
2,1,11,4,7.625
2,1,12,4,7.0
2,1,13,4,7.875
2,1,14,4,6.625
2,1,15,4,7.625
2,1,16,4,11.875
2,1,17,4,16.375
2,1,18,4,31.625
2,1,19,4,13.625
2,1,20,4,4.0
2,1,21,4,2.25
2,1,22,4,1.625
2,1,23,4,0.5
2,4,0,4,0.0
2,4,1,4,0.0
2,4,2,4,0.0
2,4,3,4,0.0
2,4,4,4,0.0
2,4,5,4,0.125
2,4,6,4,2.125
2,4,7,4,4.875
2,4,8,4,7.875
2,4,9,4,8.875
2,4,10,4,6.5
2,4,11,4,5.375
2,4,12,4,5.875
2,4,13,4,6.0
2,4,14,4,6.125
2,4,15,4,6.625
2,4,16,4,10.25
2,4,17,4,13.0
2,4,18,4,8.375
2,4,19,4,6.625
2,4,20,4,3.25
2,4,21,4,1.625
2,4,22,4,0.875
2,4,23,4,0.375
2,7,0,4,0.0
2,7,1,4,0.0
2,7,2,4,0.0
2,7,3,4,0.0
2,7,4,4,0.0
2,7,5,4,0.75
2,7,6,4,3.5
2,7,7,4,10.625
2,7,8,4,24.75
2,7,9,4,27.875
2,7,10,4,10.5
2,7,11,4,7.5
2,7,12,4,8.125
2,7,13,4,8.0
2,7,14,4,7.625
2,7,15,4,8.125
2,7,16,4,10.625
2,7,17,4,18.5
2,7,18,4,11.125
2,7,19,4,16.25
2,7,20,4,4.625
2,7,21,4,2.375
2,7,22,4,1.5
2,7,23,4,0.875
2,8,0,4,0.0
2,8,1,4,0.0
2,8,2,4,0.0
2,8,3,4,0.0
2,8,4,4,0.0
2,8,5,4,0.375
2,8,6,4,2.5
2,8,7,4,10.5
2,8,8,4,28.625
2,8,9,4,29.375
2,8,10,4,9.875
2,8,11,4,8.125
2,8,12,4,7.5
2,8,13,4,7.75
2,8,14,4,6.5
2,8,15,4,8.5
2,8,16,4,13.0
2,8,17,4,22.5
2,8,18,4,33.0
2,8,19,4,6.75
2,8,20,4,4.375
2,8,21,4,2.375
2,8,22,4,1.375
2,8,23,4,0.625
2,11,0,4,0.0
2,11,1,4,0.0
2,11,2,4,0.0
2,11,3,4,0.0
2,11,4,4,0.0
2,11,5,4,0.125
2,11,6,4,1.25
2,11,7,4,3.125
2,11,8,4,5.125
2,11,9,4,5.25
2,11,10,4,4.0
2,11,11,4,3.5
2,11,12,4,4.0
2,11,13,4,4.625
2,11,14,4,3.75
2,11,15,4,4.5
2,11,16,4,4.375
2,11,17,4,4.25
2,11,18,4,3.375
2,11,19,4,2.5
2,11,20,4,1.375
2,11,21,4,0.625
2,11,22,4,0.125
2,11,23,4,0.0
2,14,0,4,0.0
2,14,1,4,0.0
2,14,2,4,0.0
2,14,3,4,0.0
2,14,4,4,0.0
2,14,5,4,0.5
2,14,6,4,3.125
2,14,7,4,12.5
2,14,8,4,29.5
2,14,9,4,30.0
2,14,10,4,9.375
2,14,11,4,8.375
2,14,12,4,9.0
2,14,13,4,11.375
2,14,14,4,7.875
2,14,15,4,8.875
2,14,16,4,8.875
2,14,17,4,31.75
2,14,18,4,34.125
2,14,19,4,26.0
2,14,20,4,7.125
2,14,21,4,3.0
2,14,22,4,1.5
2,14,23,4,0.375
2,15,0,4,0.125
2,15,1,4,0.0
2,15,2,4,0.0
2,15,3,4,0.0
2,15,4,4,0.0
2,15,5,4,0.5
2,15,6,4,2.75
2,15,7,4,10.0
2,15,8,4,17.875
2,15,9,4,14.125
2,15,10,4,10.5
2,15,11,4,7.875
2,15,12,4,7.875
2,15,13,4,8.0
2,15,14,4,6.9
2,15,15,4,7.333333333333333
2,15,16,4,10.75
2,15,17,4,22.875
2,15,18,4,36.5
2,15,19,4,19.625
2,15,20,4,5.125
2,15,21,4,2.75
2,15,22,4,1.875
2,15,23,4,1.0
2,22,0,4,0.0
2,22,1,4,0.0
2,22,2,4,0.0
2,22,3,4,0.0
2,22,4,4,0.0
2,22,5,4,0.25
2,22,6,4,2.625
2,22,7,4,12.0
2,22,8,4,21.25
2,22,9,4,14.75
2,22,10,4,8.125
2,22,11,4,7.125
2,22,12,4,7.625
2,22,13,4,7.0
2,22,14,4,6.625
2,22,15,4,7.75
2,22,16,4,13.125
2,22,17,4,13.125
2,22,18,4,17.5
2,22,19,4,10.625
2,22,20,4,3.625
2,22,21,4,2.625
2,22,22,4,1.375
2,22,23,4,0.75
2,25,0,4,0.0
2,25,1,4,0.0
2,25,2,4,0.0
2,25,3,4,0.0
2,25,4,4,0.0
2,25,5,4,0.25
2,25,6,4,1.125
2,25,7,4,3.375
2,25,8,4,6.25
2,25,9,4,6.625
2,25,10,4,5.125
2,25,11,4,4.75
2,25,12,4,4.875
2,25,13,4,6.25
2,25,14,4,6.5
2,25,15,4,7.25
2,25,16,4,7.625
2,25,17,4,8.375
2,25,18,4,9.375
2,25,19,4,11.0
2,25,20,4,3.625
2,25,21,4,1.625
2,25,22,4,1.125
2,25,23,4,0.5
3,1,0,4,0.125
3,1,1,4,0.0
3,1,2,4,0.0
3,1,3,4,0.0
3,1,4,4,0.0
3,1,5,4,0.625
3,1,6,4,4.375
3,1,7,4,12.125
3,1,8,4,29.375
3,1,9,4,18.625
3,1,10,4,9.625
3,1,11,4,7.5
3,1,12,4,7.75
3,1,13,4,7.75
3,1,14,4,7.25
3,1,15,4,8.0
3,1,16,4,13.5
3,1,17,4,37.25
3,1,18,4,25.375
3,1,19,4,11.25
3,1,20,4,4.5
3,1,21,4,2.5
3,1,22,4,1.625
3,1,23,4,0.625
3,4,0,4,0.0
3,4,1,4,0.0
3,4,2,4,0.0
3,4,3,4,0.0
3,4,4,4,0.0
3,4,5,4,0.125
3,4,6,4,1.25
3,4,7,4,3.75
3,4,8,4,6.5
3,4,9,4,6.625
3,4,10,4,5.0
3,4,11,4,5.375
3,4,12,4,6.625
3,4,13,4,6.625
3,4,14,4,6.625
3,4,15,4,8.125
3,4,16,4,9.0
3,4,17,4,11.75
3,4,18,4,14.625
3,4,19,4,10.875
3,4,20,4,3.625
3,4,21,4,2.25
3,4,22,4,1.375
3,4,23,4,0.875
3,7,0,4,0.125
3,7,1,4,0.0
3,7,2,4,0.0
3,7,3,4,0.0
3,7,4,4,0.0
3,7,5,4,0.5
3,7,6,4,3.0
3,7,7,4,12.125
3,7,8,4,30.375
3,7,9,4,29.875
3,7,10,4,12.833333333333334
3,7,11,4,8.0
3,7,12,4,9.125
3,7,13,4,9.0
3,7,14,4,6.75
3,7,15,4,6.25
3,7,16,4,8.625
3,7,17,4,26.625
3,7,18,4,34.875
3,7,19,4,16.0
3,7,20,4,6.5
3,7,21,4,4.0
3,7,22,4,2.625
3,7,23,4,1.625
3,11,0,4,0.0
3,11,1,4,0.0
3,11,2,4,0.0
3,11,3,4,0.0
3,11,4,4,0.0
3,11,5,4,0.25
3,11,6,4,1.375
3,11,7,4,4.0
3,11,8,4,6.625
3,11,9,4,6.625
3,11,10,4,5.25
3,11,11,4,5.5
3,11,12,4,6.5
3,11,13,4,7.625
3,11,14,4,6.75
3,11,15,4,7.625
3,11,16,4,14.875
3,11,17,4,10.0
3,11,18,4,14.625
3,11,19,4,7.125
3,11,20,4,4.25
3,11,21,4,2.5
3,11,22,4,1.125
3,11,23,4,0.5
3,14,0,4,0.5
3,14,1,4,0.375
3,14,2,4,0.0
3,14,3,4,0.0
3,14,4,4,0.0
3,14,5,4,0.75
3,14,6,4,3.125
3,14,7,4,10.25
3,14,8,4,20.25
3,14,9,4,24.75
3,14,10,4,12.25
3,14,11,4,10.5
3,14,12,4,10.625
3,14,13,4,14.125
3,14,14,4,8.375
3,14,15,4,8.125
3,14,16,4,7.5
3,14,17,4,33.125
3,14,18,4,19.125
3,14,19,4,13.0
3,14,20,4,7.125
3,14,21,4,4.75
3,14,22,4,2.875
3,14,23,4,1.75
3,15,0,4,0.5
3,15,1,4,0.0
3,15,2,4,0.0
3,15,3,4,0.0
3,15,4,4,0.0
3,15,5,4,0.75
3,15,6,4,3.75
3,15,7,4,9.0
3,15,8,4,10.75
3,15,9,4,11.625
3,15,10,4,9.2
3,15,11,4,10.5
3,15,12,4,17.375
3,15,13,4,10.0
3,15,14,4,8.875
3,15,15,4,10.125
3,15,16,4,8.0
3,15,17,4,16.375
3,15,18,4,7.625
3,15,19,4,6.25
3,15,20,4,4.5
3,15,21,4,3.625
3,15,22,4,2.875
3,15,23,4,1.875
3,21,0,4,0.125
3,21,1,4,0.0
3,21,2,4,0.0
3,21,3,4,0.0
3,21,4,4,0.0
3,21,5,4,0.375
3,21,6,4,2.75
3,21,7,4,8.375
3,21,8,4,23.375
3,21,9,4,22.25
3,21,10,4,8.0
3,21,11,4,7.0
3,21,12,4,8.5
3,21,13,4,10.125
3,21,14,4,8.75
3,21,15,4,8.5
3,21,16,4,7.5
3,21,17,4,11.0
3,21,18,4,11.25
3,21,19,4,7.75
3,21,20,4,4.75
3,21,21,4,3.5
3,21,22,4,2.0
3,21,23,4,1.0
3,22,0,4,0.0
3,22,1,4,0.0
3,22,2,4,0.0
3,22,3,4,0.0
3,22,4,4,0.0
3,22,5,4,0.5
3,22,6,4,2.75
3,22,7,4,9.375
3,22,8,4,18.125
3,22,9,4,30.75
3,22,10,4,10.25
3,22,11,4,8.5
3,22,12,4,8.375
3,22,13,4,8.0
3,22,14,4,7.375
3,22,15,4,8.0
3,22,16,4,8.25
3,22,17,4,34.0
3,22,18,4,31.25
3,22,19,4,28.0
3,22,20,4,5.875
3,22,21,4,3.625
3,22,22,4,2.25
3,22,23,4,1.125
3,28,0,4,0.25
3,28,1,4,0.0
3,28,2,4,0.0
3,28,3,4,0.0
3,28,4,4,0.0
3,28,5,4,0.125
3,28,6,4,2.375
3,28,7,4,8.25
3,28,8,4,14.125
3,28,9,4,33.875
3,28,10,4,12.625
3,28,11,4,9.5
3,28,12,4,9.0
3,28,13,4,9.875
3,28,14,4,9.625
3,28,15,4,8.625
3,28,16,4,8.0
3,28,17,4,14.625
3,28,18,4,27.125
3,28,19,4,16.5
3,28,20,4,8.875
3,28,21,4,4.25
3,28,22,4,2.5
3,28,23,4,1.5
3,29,0,4,0.0
3,29,1,4,0.0
3,29,2,4,0.0
3,29,3,4,0.0
3,29,4,4,0.0
3,29,5,4,0.75
3,29,6,4,4.125
3,29,7,4,10.75
3,29,8,4,23.25
3,29,9,4,22.75
3,29,10,4,14.875
3,29,11,4,7.625
3,29,12,4,8.125
3,29,13,4,13.125
3,29,14,4,7.875
3,29,15,4,8.625
3,29,16,4,16.5
3,29,17,4,31.0
3,29,18,4,27.125
3,29,19,4,19.125
3,29,20,4,5.8
3,29,21,4,3.0
3,29,22,4,1.625
3,29,23,4,0.875
4,1,0,4,0.125
4,1,1,4,0.0
4,1,2,4,0.0
4,1,3,4,0.0
4,1,4,4,0.0
4,1,5,4,0.125
4,1,6,4,1.375
4,1,7,4,3.625
4,1,8,4,6.5
4,1,9,4,7.25
4,1,10,4,5.25
4,1,11,4,5.75
4,1,12,4,6.625
4,1,13,4,7.375
4,1,14,4,8.25
4,1,15,4,7.75
4,1,16,4,8.2
4,1,17,4,9.25
4,1,18,4,11.375
4,1,19,4,8.125
4,1,20,4,5.5
4,1,21,4,3.625
4,1,22,4,1.75
4,1,23,4,0.75
4,4,0,4,0.0
4,4,1,4,0.0
4,4,2,4,0.0
4,4,3,4,0.0
4,4,4,4,0.0
4,4,5,4,0.625
4,4,6,4,2.75
4,4,7,4,10.0
4,4,8,4,28.25
4,4,9,4,29.375
4,4,10,4,11.25
4,4,11,4,7.625
4,4,12,4,9.375
4,4,13,4,15.875
4,4,14,4,10.0
4,4,15,4,8.375
4,4,16,4,8.125
4,4,17,4,28.125
4,4,18,4,33.625
4,4,19,4,26.375
4,4,20,4,6.375
4,4,21,4,3.875
4,4,22,4,2.625
4,4,23,4,1.125
4,5,0,4,0.0
4,5,1,4,0.0
4,5,2,4,0.0
4,5,3,4,0.0
4,5,4,4,0.0
4,5,5,4,0.625
4,5,6,4,4.375
4,5,7,4,10.875
4,5,8,4,26.625
4,5,9,4,13.125
4,5,10,4,9.5
4,5,11,4,8.125
4,5,12,4,8.0
4,5,13,4,11.125
4,5,14,4,7.75
4,5,15,4,8.25
4,5,16,4,9.25
4,5,17,4,22.3
4,5,18,4,27.25
4,5,19,4,14.75
4,5,20,4,5.125
4,5,21,4,3.375
4,5,22,4,2.25
4,5,23,4,1.25
4,8,0,4,0.0
4,8,1,4,0.0
4,8,2,4,0.0
4,8,3,4,0.0
4,8,4,4,0.0
4,8,5,4,0.125
4,8,6,4,1.375
4,8,7,4,4.0
4,8,8,4,6.625
4,8,9,4,7.25
4,8,10,4,5.75
4,8,11,4,5.375
4,8,12,4,6.8
4,8,13,4,6.5
4,8,14,4,6.75
4,8,15,4,7.875
4,8,16,4,8.375
4,8,17,4,10.75
4,8,18,4,14.625
4,8,19,4,13.25
4,8,20,4,5.25
4,8,21,4,3.0
4,8,22,4,1.75
4,8,23,4,0.75
4,9,0,4,0.0
4,9,1,4,0.0
4,9,2,4,0.0
4,9,3,4,0.0
4,9,4,4,0.0
4,9,5,4,0.0
4,9,6,4,0.5
4,9,7,4,1.375
4,9,8,4,2.125
4,9,9,4,2.0
4,9,10,4,2.0
4,9,11,4,2.0
4,9,12,4,2.5
4,9,13,4,2.25
4,9,14,4,2.5
4,9,15,4,2.5
4,9,16,4,2.875
4,9,17,4,1.625
4,9,18,4,1.625
4,9,19,4,1.625
4,9,20,4,0.875
4,9,21,4,0.0
4,9,22,4,0.0
4,9,23,4,0.0
4,11,0,4,0.0
4,11,1,4,0.0
4,11,2,4,0.0
4,11,3,4,0.0
4,11,4,4,0.0
4,11,5,4,1.125
4,11,6,4,4.25
4,11,7,4,14.5
4,11,8,4,29.25
4,11,9,4,30.125
4,11,10,4,10.375
4,11,11,4,9.1
4,11,12,4,9.166666666666666
4,11,13,4,10.875
4,11,14,4,9.125
4,11,15,4,8.0
4,11,16,4,11.0
4,11,17,4,20.5
4,11,18,4,29.375
4,11,19,4,16.375
4,11,20,4,5.375
4,11,21,4,3.25
4,11,22,4,2.25
4,11,23,4,1.0
4,12,0,4,0.0
4,12,1,4,0.0
4,12,2,4,0.0
4,12,3,4,0.0
4,12,4,4,0.0
4,12,5,4,1.125
4,12,6,4,4.0
4,12,7,4,13.625
4,12,8,4,16.875
4,12,9,4,18.625
4,12,10,4,8.8
4,12,11,4,8.125
4,12,12,4,8.2
4,12,13,4,7.75
4,12,14,4,6.9
4,12,15,4,9.0
4,12,16,4,15.0
4,12,17,4,31.625
4,12,18,4,35.375
4,12,19,4,9.625
4,12,20,4,5.125
4,12,21,4,2.875
4,12,22,4,1.5
4,12,23,4,0.75
4,16,0,4,0.0
4,16,1,4,0.0
4,16,2,4,0.0
4,16,3,4,0.0
4,16,4,4,0.0
4,16,5,4,0.0
4,16,6,4,0.375
4,16,7,4,1.25
4,16,8,4,1.875
4,16,9,4,1.875
4,16,10,4,2.0
4,16,11,4,2.125
4,16,12,4,2.5
4,16,13,4,2.5
4,16,14,4,2.375
4,16,15,4,2.5
4,16,16,4,2.25
4,16,17,4,2.875
4,16,18,4,2.875
4,16,19,4,2.125
4,16,20,4,1.625
4,16,21,4,1.0
4,16,22,4,0.0
4,16,23,4,0.0
4,19,0,4,0.0
4,19,1,4,0.0
4,19,2,4,0.0
4,19,3,4,0.0
4,19,4,4,0.0
4,19,5,4,0.625
4,19,6,4,4.375
4,19,7,4,10.875
4,19,8,4,17.75
4,19,9,4,15.375
4,19,10,4,9.125
4,19,11,4,8.25
4,19,12,4,8.7
4,19,13,4,8.666666666666666
4,19,14,4,7.75
4,19,15,4,8.75
4,19,16,4,10.125
4,19,17,4,37.625
4,19,18,4,30.5
4,19,19,4,10.125
4,19,20,4,5.5
4,19,21,4,3.125
4,19,22,4,1.75
4,19,23,4,0.875
4,22,0,4,0.0
4,22,1,4,0.0
4,22,2,4,0.0
4,22,3,4,0.0
4,22,4,4,0.0
4,22,5,4,0.25
4,22,6,4,1.625
4,22,7,4,4.25
4,22,8,4,7.5
4,22,9,4,7.125
4,22,10,4,5.375
4,22,11,4,5.5
4,22,12,4,6.875
4,22,13,4,7.375
4,22,14,4,8.625
4,22,15,4,8.875
4,22,16,4,9.25
4,22,17,4,10.625
4,22,18,4,12.25
4,22,19,4,7.0
4,22,20,4,4.25
4,22,21,4,2.75
4,22,22,4,1.125
4,22,23,4,0.875
4,25,0,4,0.0
4,25,1,4,0.0
4,25,2,4,0.0
4,25,3,4,0.0
4,25,4,4,0.0
4,25,5,4,0.625
4,25,6,4,3.0
4,25,7,4,17.6
4,25,8,4,21.833333333333332
4,25,9,4,33.75
4,25,10,4,11.5
4,25,11,4,8.75
4,25,12,4,9.25
4,25,13,4,9.875
4,25,14,4,10.125
4,25,15,4,8.875
4,25,16,4,8.5
4,25,17,4,27.75
4,25,18,4,30.375
4,25,19,4,35.0
4,25,20,4,8.0
4,25,21,4,4.125
4,25,22,4,2.875
4,25,23,4,1.625
4,26,0,4,0.125
4,26,1,4,0.0
4,26,2,4,0.0
4,26,3,4,0.0
4,26,4,4,0.0
4,26,5,4,1.0
4,26,6,4,4.25
4,26,7,4,10.625
4,26,8,4,26.125
4,26,9,4,22.125
4,26,10,4,9.0
4,26,11,4,8.5
4,26,12,4,8.375
4,26,13,4,8.625
4,26,14,4,7.75
4,26,15,4,8.25
4,26,16,4,12.125
4,26,17,4,34.125
4,26,18,4,37.625
4,26,19,4,12.25
4,26,20,4,4.75
4,26,21,4,3.125
4,26,22,4,1.875
4,26,23,4,1.125
4,30,0,4,0.0
4,30,1,4,0.0
4,30,2,4,0.0
4,30,3,4,0.0
4,30,4,4,0.0
4,30,5,4,0.0
4,30,6,4,0.375
4,30,7,4,1.375
4,30,8,4,1.875
4,30,9,4,2.375
4,30,10,4,2.125
4,30,11,4,2.875
4,30,12,4,3.0
4,30,13,4,3.0
4,30,14,4,2.75
4,30,15,4,2.9
4,30,16,4,3.0
4,30,17,4,3.0
4,30,18,4,3.125
4,30,19,4,2.625
4,30,20,4,1.875
4,30,21,4,1.2
4,30,22,4,0.375
4,30,23,4,0.0
5,2,0,4,0.125
5,2,1,4,0.0
5,2,2,4,0.0
5,2,3,4,0.0
5,2,4,4,0.0
5,2,5,4,0.875
5,2,6,4,3.125
5,2,7,4,12.0
5,2,8,4,30.0
5,2,9,4,33.125
5,2,10,4,16.0
5,2,11,4,8.3
5,2,12,4,8.5
5,2,13,4,8.625
5,2,14,4,8.75
5,2,15,4,8.125
5,2,16,4,15.75
5,2,17,4,38.0
5,2,18,4,24.5
5,2,19,4,10.625
5,2,20,4,3.875
5,2,21,4,2.25
5,2,22,4,1.875
5,2,23,4,1.0
5,3,0,4,0.0
5,3,1,4,0.0
5,3,2,4,0.0
5,3,3,4,0.0
5,3,4,4,0.0
5,3,5,4,0.75
5,3,6,4,4.375
5,3,7,4,14.0
5,3,8,4,21.5
5,3,9,4,18.75
5,3,10,4,8.75
5,3,11,4,8.125
5,3,12,4,7.75
5,3,13,4,7.625
5,3,14,4,7.375
5,3,15,4,8.0
5,3,16,4,12.625
5,3,17,4,36.5
5,3,18,4,26.75
5,3,19,4,13.625
5,3,20,4,4.5
5,3,21,4,2.75
5,3,22,4,1.875
5,3,23,4,0.875
5,6,0,4,0.3333333333333333
5,6,1,4,0.0
5,6,2,4,0.0
5,6,3,4,0.0
5,6,4,4,0.0
5,6,5,4,0.125
5,6,6,4,1.625
5,6,7,4,4.625
5,6,8,4,7.625
5,6,9,4,8.0
5,6,10,4,6.25
5,6,11,4,6.375
5,6,12,4,8.25
5,6,13,4,7.25
5,6,14,4,8.0
5,6,15,4,8.875
5,6,16,4,15.75
5,6,17,4,10.0
5,6,18,4,22.5
5,6,19,4,8.75
5,6,20,4,5.375
5,6,21,4,3.625
5,6,22,4,2.0
5,6,23,4,1.25
5,7,0,4,0.0
5,7,1,4,0.0
5,7,2,4,0.0
5,7,3,4,0.0
5,7,4,4,0.0
5,7,5,4,0.0
5,7,6,4,0.625
5,7,7,4,1.875
5,7,8,4,2.5
5,7,9,4,2.625
5,7,10,4,2.5
5,7,11,4,2.75
5,7,12,4,3.0
5,7,13,4,3.375
5,7,14,4,3.25
5,7,15,4,3.625
5,7,16,4,2.875
5,7,17,4,3.5
5,7,18,4,3.25
5,7,19,4,2.5
5,7,20,4,1.875
5,7,21,4,1.0
5,7,22,4,0.5
5,7,23,4,0.0
5,9,0,4,0.0
5,9,1,4,0.0
5,9,2,4,0.0
5,9,3,4,0.0
5,9,4,4,0.125
5,9,5,4,1.0
5,9,6,4,4.25
5,9,7,4,12.0
5,9,8,4,32.9
5,9,9,4,22.875
5,9,10,4,9.125
5,9,11,4,8.125
5,9,12,4,8.375
5,9,13,4,8.125
5,9,14,4,8.75
5,9,15,4,8.25
5,9,16,4,11.625
5,9,17,4,23.375
5,9,18,4,22.625
5,9,19,4,13.125
5,9,20,4,4.5
5,9,21,4,2.5
5,9,22,4,1.875
5,9,23,4,0.75
5,10,0,4,0.0
5,10,1,4,0.0
5,10,2,4,0.0
5,10,3,4,0.0
5,10,4,4,0.0
5,10,5,4,0.375
5,10,6,4,2.875
5,10,7,4,10.25
5,10,8,4,22.625
5,10,9,4,26.5
5,10,10,4,9.375
5,10,11,4,7.625
5,10,12,4,8.125
5,10,13,4,8.25
5,10,14,4,8.5
5,10,15,4,9.0
5,10,16,4,9.0
5,10,17,4,27.375
5,10,18,4,17.0
5,10,19,4,23.75
5,10,20,4,6.125
5,10,21,4,3.625
5,10,22,4,2.375
5,10,23,4,1.25
5,13,0,4,0.0
5,13,1,4,0.0
5,13,2,4,0.0
5,13,3,4,0.0
5,13,4,4,0.0
5,13,5,4,0.125
5,13,6,4,1.375
5,13,7,4,4.25
